,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6,Neighbor7,Neighbor8,Neighbor9,Neighbor10
Zip-25,"('Zip-134', 2.0)","('Zip-187', 2.0)","('Zip-81', 2.0)","('Zip-42', 2.0)","('Zip-32', 2.0)","('Zip-97', 2.45)","('Zip-80', 2.45)","('Zip-72', 2.45)","('Zip-87', 2.45)","('Zip-206', 2.45)"
Zip-26,"('Zip-172', 2.0)","('Zip-199', 2.0)","('Zip-66', 2.0)","('Zip-102', 2.0)","('Zip-16', 2.0)","('Zip-99', 2.45)","('Zip-205', 2.45)","('Zip-53', 2.45)","('Zip-214', 2.45)","('Zip-57', 2.45)"
Zip-27,"('Zip-184', 2.0)","('Zip-105', 2.0)","('Zip-37', 2.0)","('Zip-140', 2.0)","('Zip-150', 2.0)","('Zip-30', 2.0)","('Zip-160', 2.0)","('Zip-108', 2.0)","('Zip-133', 2.0)","('Zip-117', 2.45)"
Zip-28,"('Zip-125', 2.0)","('Zip-12', 2.0)","('Zip-83', 2.0)","('Zip-124', 2.0)","('Zip-15', 2.0)","('Zip-175', 2.0)","('Zip-54', 2.0)","('Zip-181', 2.0)","('Zip-211', 2.0)","('Zip-213', 2.0)"
Zip-29,"('Zip-51', 2.0)","('Zip-146', 2.0)","('Zip-166', 2.0)","('Zip-127', 2.0)","('Zip-6', 2.0)","('Zip-214', 2.0)","('Zip-137', 2.0)","('Zip-180', 2.45)","('Zip-94', 2.45)","('Zip-21', 2.45)"
Zip-30,"('Zip-190', 2.0)","('Zip-27', 2.0)","('Zip-107', 2.0)","('Zip-184', 2.0)","('Zip-170', 2.0)","('Zip-202', 2.0)","('Zip-133', 2.45)","('Zip-36', 2.45)","('Zip-145', 2.45)","('Zip-88', 2.45)"
Zip-31,"('Zip-185', 2.0)","('Zip-165', 2.0)","('Zip-79', 2.0)","('Zip-11', 2.0)","('Zip-96', 2.0)","('Zip-193', 2.0)","('Zip-89', 2.45)","('Zip-206', 2.45)","('Zip-184', 2.45)","('Zip-42', 2.45)"
Zip-32,"('Zip-97', 2.0)","('Zip-45', 2.0)","('Zip-141', 2.0)","('Zip-87', 2.0)","('Zip-25', 2.0)","('Zip-42', 2.45)","('Zip-173', 2.45)","('Zip-119', 2.45)","('Zip-80', 2.45)","('Zip-92', 2.45)"
Zip-33,"('Zip-58', 2.0)","('Zip-2', 2.0)","('Zip-156', 2.0)","('Zip-157', 2.0)","('Zip-51', 2.45)","('Zip-178', 2.45)","('Zip-171', 2.45)","('Zip-17', 2.45)","('Zip-116', 2.45)","('Zip-62', 2.45)"
Zip-34,"('Zip-69', 2.0)","('Zip-196', 2.0)","('Zip-82', 2.0)","('Zip-101', 2.0)","('Zip-88', 2.0)","('Zip-183', 2.0)","('Zip-124', 2.0)","('Zip-7', 2.0)","('Zip-132', 2.0)","('Zip-15', 2.45)"
Zip-35,"('Zip-131', 2.0)","('Zip-143', 2.0)","('Zip-136', 2.0)","('Zip-13', 2.0)","('Zip-117', 2.0)","('Zip-50', 2.0)","('Zip-192', 2.45)","('Zip-149', 2.45)","('Zip-119', 2.45)","('Zip-70', 2.45)"
Zip-36,"('Zip-198', 2.0)","('Zip-91', 2.0)","('Zip-179', 2.0)","('Zip-189', 2.0)","('Zip-140', 2.0)","('Zip-203', 2.0)","('Zip-153', 2.45)","('Zip-152', 2.45)","('Zip-154', 2.45)","('Zip-83', 2.45)"
Zip-37,"('Zip-195', 2.0)","('Zip-150', 2.0)","('Zip-108', 2.0)","('Zip-18', 2.0)","('Zip-160', 2.0)","('Zip-27', 2.0)","('Zip-98', 2.0)","('Zip-94', 2.0)","('Zip-105', 2.0)","('Zip-177', 2.0)"
Zip-38,"('Zip-23', 2.0)","('Zip-39', 2.0)","('Zip-84', 2.0)","('Zip-41', 2.0)","('Zip-158', 2.45)","('Zip-171', 2.45)","('Zip-1', 2.45)","('Zip-115', 2.45)","('Zip-110', 2.45)","('Zip-3', 2.45)"
Zip-39,"('Zip-23', 2.0)","('Zip-84', 2.0)","('Zip-41', 2.0)","('Zip-38', 2.0)","('Zip-1', 2.45)","('Zip-116', 2.45)","('Zip-24', 2.45)","('Zip-74', 2.45)","('Zip-115', 2.45)","('Zip-14', 2.45)"
Zip-40,"('Zip-168', 2.0)","('Zip-212', 2.0)","('Zip-72', 2.0)","('Zip-107', 2.0)","('Zip-43', 2.0)","('Zip-148', 2.0)","('Zip-144', 2.45)","('Zip-82', 2.45)","('Zip-92', 2.45)","('Zip-128', 2.45)"
Zip-41,"('Zip-84', 2.0)","('Zip-1', 2.0)","('Zip-23', 2.0)","('Zip-39', 2.0)","('Zip-38', 2.0)","('Zip-191', 2.45)","('Zip-154', 2.45)","('Zip-183', 2.45)","('Zip-178', 2.45)","('Zip-101', 2.45)"
Zip-42,"('Zip-80', 2.0)","('Zip-187', 2.0)","('Zip-134', 2.0)","('Zip-25', 2.0)","('Zip-81', 2.0)","('Zip-197', 2.45)","('Zip-206', 2.45)","('Zip-31', 2.45)","('Zip-53', 2.45)","('Zip-185', 2.45)"
Zip-43,"('Zip-107', 2.0)","('Zip-168', 2.0)","('Zip-212', 2.0)","('Zip-148', 2.0)","('Zip-72', 2.0)","('Zip-40', 2.0)","('Zip-92', 2.45)","('Zip-82', 2.45)","('Zip-195', 2.45)","('Zip-143', 2.45)"
Zip-44,"('Zip-8', 2.0)","('Zip-24', 2.0)","('Zip-67', 2.45)","('Zip-171', 2.45)","('Zip-169', 2.45)","('Zip-57', 2.45)","('Zip-113', 2.45)","('Zip-55', 2.45)","('Zip-144', 2.45)","('Zip-158', 2.45)"
Zip-45,"('Zip-141', 2.0)","('Zip-32', 2.0)","('Zip-87', 2.0)","('Zip-97', 2.0)","('Zip-133', 2.45)","('Zip-188', 2.45)","('Zip-187', 2.45)","('Zip-25', 2.45)","('Zip-138', 2.45)","('Zip-75', 2.45)"
Zip-46,"('Zip-64', 2.0)","('Zip-153', 2.0)","('Zip-5', 2.0)","('Zip-189', 2.0)","('Zip-201', 2.0)","('Zip-83', 2.0)","('Zip-123', 2.0)","('Zip-125', 2.45)","('Zip-112', 2.45)","('Zip-122', 2.45)"
Zip-47,"('Zip-19', 2.0)","('Zip-94', 2.0)","('Zip-35', 2.45)","('Zip-29', 2.45)","('Zip-119', 2.45)","('Zip-118', 2.45)","('Zip-117', 2.45)","('Zip-143', 2.45)","('Zip-77', 2.45)","('Zip-188', 2.45)"
Zip-48,"('Zip-204', 1.41)","('Zip-174', 2.0)","('Zip-194', 2.0)","('Zip-186', 2.0)","('Zip-19', 2.0)","('Zip-130', 2.0)","('Zip-150', 2.0)","('Zip-146', 2.45)","('Zip-136', 2.45)","('Zip-27', 2.45)"
Zip-49,"('Zip-93', 1.41)","('Zip-142', 2.0)","('Zip-178', 2.0)","('Zip-113', 2.0)","('Zip-73', 2.0)","('Zip-182', 2.0)","('Zip-169', 2.45)","('Zip-160', 2.45)","('Zip-50', 2.45)","('Zip-110', 2.45)"
Zip-50,"('Zip-60', 2.0)","('Zip-20', 2.0)","('Zip-115', 2.0)","('Zip-35', 2.0)","('Zip-75', 2.0)","('Zip-51', 2.45)","('Zip-22', 2.45)","('Zip-136', 2.45)","('Zip-23', 2.45)","('Zip-70', 2.45)"
Zip-51,"('Zip-137', 2.0)","('Zip-146', 2.0)","('Zip-166', 2.0)","('Zip-214', 2.0)","('Zip-29', 2.0)","('Zip-6', 2.0)","('Zip-120', 2.45)","('Zip-49', 2.45)","('Zip-115', 2.45)","('Zip-50', 2.45)"
Zip-52,"('Zip-173', 2.0)","('Zip-158', 2.0)","('Zip-120', 2.0)","('Zip-139', 2.0)","('Zip-74', 2.0)","('Zip-116', 2.0)","('Zip-67', 2.45)","('Zip-182', 2.45)","('Zip-69', 2.45)","('Zip-178', 2.45)"
Zip-53,"('Zip-151', 2.0)","('Zip-85', 2.0)","('Zip-9', 2.0)","('Zip-8', 2.0)","('Zip-31', 2.45)","('Zip-141', 2.45)","('Zip-172', 2.45)","('Zip-57', 2.45)","('Zip-26', 2.45)","('Zip-66', 2.45)"
Zip-54,"('Zip-211', 2.0)","('Zip-175', 2.0)","('Zip-83', 2.0)","('Zip-28', 2.0)","('Zip-86', 2.45)","('Zip-120', 2.45)","('Zip-132', 2.45)","('Zip-167', 2.45)","('Zip-87', 2.45)","('Zip-82', 2.45)"
Zip-55,"('Zip-57', 2.0)","('Zip-95', 2.0)","('Zip-99', 2.0)","('Zip-109', 2.45)","('Zip-158', 2.45)","('Zip-142', 2.45)","('Zip-171', 2.45)","('Zip-16', 2.45)","('Zip-20', 2.45)","('Zip-44', 2.45)"
Zip-56,"('Zip-149', 1.41)","('Zip-22', 2.0)","('Zip-121', 2.0)","('Zip-95', 2.0)","('Zip-207', 2.0)","('Zip-109', 2.0)","('Zip-144', 2.0)","('Zip-164', 2.0)","('Zip-62', 2.0)","('Zip-116', 2.45)"
Zip-57,"('Zip-16', 2.0)","('Zip-55', 2.0)","('Zip-67', 2.0)","('Zip-171', 2.0)","('Zip-38', 2.45)","('Zip-109', 2.45)","('Zip-26', 2.45)","('Zip-172', 2.45)","('Zip-20', 2.45)","('Zip-58', 2.45)"
Zip-58,"('Zip-33', 2.0)","('Zip-157', 2.0)","('Zip-2', 2.0)","('Zip-156', 2.0)","('Zip-99', 2.0)","('Zip-57', 2.45)","('Zip-120', 2.45)","('Zip-127', 2.45)","('Zip-77', 2.45)","('Zip-55', 2.45)"
Zip-59,"('Zip-10', 2.0)","('Zip-159', 2.0)","('Zip-152', 2.0)","('Zip-100', 2.0)","('Zip-17', 2.0)","('Zip-106', 2.0)","('Zip-4', 2.0)","('Zip-205', 2.45)","('Zip-81', 2.45)","('Zip-21', 2.45)"
Zip-60,"('Zip-115', 2.0)","('Zip-20', 2.0)","('Zip-50', 2.0)","('Zip-75', 2.0)","('Zip-182', 2.45)","('Zip-22', 2.45)","('Zip-93', 2.45)","('Zip-62', 2.45)","('Zip-166', 2.45)","('Zip-169', 2.45)"
Zip-61,"('Zip-204', 2.0)","('Zip-169', 2.0)","('Zip-90', 2.0)","('Zip-133', 2.0)","('Zip-21', 2.0)","('Zip-188', 2.0)","('Zip-45', 2.45)","('Zip-138', 2.45)","('Zip-187', 2.45)","('Zip-97', 2.45)"
Zip-62,"('Zip-95', 2.0)","('Zip-56', 2.0)","('Zip-22', 2.45)","('Zip-24', 2.45)","('Zip-149', 2.45)","('Zip-60', 2.45)","('Zip-33', 2.45)","('Zip-178', 2.45)","('Zip-171', 2.45)","('Zip-79', 2.45)"
Zip-63,"('Zip-202', 2.0)","('Zip-104', 2.0)","('Zip-101', 2.0)","('Zip-200', 2.0)","('Zip-105', 2.0)","('Zip-92', 2.45)","('Zip-18', 2.45)","('Zip-72', 2.45)","('Zip-176', 2.45)","('Zip-91', 2.45)"
Zip-64,"('Zip-153', 1.41)","('Zip-189', 2.0)","('Zip-201', 2.0)","('Zip-123', 2.0)","('Zip-46', 2.0)","('Zip-180', 2.45)","('Zip-29', 2.45)","('Zip-69', 2.45)","('Zip-137', 2.45)","('Zip-138', 2.45)"
Zip-65,"('Zip-138', 2.0)","('Zip-190', 2.0)","('Zip-68', 2.0)","('Zip-32', 2.45)","('Zip-45', 2.45)","('Zip-25', 2.45)","('Zip-97', 2.45)","('Zip-141', 2.45)","('Zip-1', 2.45)","('Zip-133', 2.45)"
Zip-66,"('Zip-102', 2.0)","('Zip-172', 2.0)","('Zip-16', 2.0)","('Zip-199', 2.0)","('Zip-26', 2.0)","('Zip-128', 2.45)","('Zip-191', 2.45)","('Zip-177', 2.45)","('Zip-53', 2.45)","('Zip-57', 2.45)"
Zip-67,"('Zip-171', 2.0)","('Zip-57', 2.0)","('Zip-142', 2.0)","('Zip-85', 2.45)","('Zip-121', 2.45)","('Zip-49', 2.45)","('Zip-20', 2.45)","('Zip-73', 2.45)","('Zip-182', 2.45)","('Zip-178', 2.45)"
Zip-68,"('Zip-138', 2.0)","('Zip-152', 2.0)","('Zip-65', 2.0)","('Zip-190', 2.0)","('Zip-21', 2.45)","('Zip-133', 2.45)","('Zip-85', 2.45)","('Zip-132', 2.45)","('Zip-17', 2.45)","('Zip-36', 2.45)"
Zip-69,"('Zip-183', 1.41)","('Zip-176', 1.41)","('Zip-82', 2.0)","('Zip-132', 2.0)","('Zip-88', 2.0)","('Zip-101', 2.0)","('Zip-124', 2.0)","('Zip-196', 2.0)","('Zip-34', 2.0)","('Zip-7', 2.0)"
Zip-70,"('Zip-119', 2.0)","('Zip-129', 2.0)","('Zip-110', 2.0)","('Zip-122', 2.0)","('Zip-131', 2.0)","('Zip-12', 2.0)","('Zip-183', 2.45)","('Zip-50', 2.45)","('Zip-176', 2.45)","('Zip-118', 2.45)"
Zip-71,"('Zip-121', 2.0)","('Zip-135', 2.0)","('Zip-170', 2.0)","('Zip-154', 2.0)","('Zip-93', 2.45)","('Zip-123', 2.45)","('Zip-148', 2.45)","('Zip-56', 2.45)","('Zip-72', 2.45)","('Zip-109', 2.45)"
Zip-72,"('Zip-168', 2.0)","('Zip-82', 2.0)","('Zip-107', 2.0)","('Zip-148', 2.0)","('Zip-92', 2.0)","('Zip-212', 2.0)","('Zip-43', 2.0)","('Zip-40', 2.0)","('Zip-63', 2.45)","('Zip-71', 2.45)"
Zip-73,"('Zip-182', 2.0)","('Zip-170', 2.0)","('Zip-113', 2.0)","('Zip-178', 2.0)","('Zip-142', 2.0)","('Zip-154', 2.0)","('Zip-49', 2.0)","('Zip-52', 2.45)","('Zip-41', 2.45)","('Zip-93', 2.45)"
Zip-74,"('Zip-165', 2.0)","('Zip-173', 2.0)","('Zip-52', 2.0)","('Zip-139', 2.0)","('Zip-158', 2.0)","('Zip-116', 2.0)","('Zip-120', 2.0)","('Zip-115', 2.45)","('Zip-113', 2.45)","('Zip-75', 2.45)"
Zip-75,"('Zip-169', 1.41)","('Zip-20', 2.0)","('Zip-115', 2.0)","('Zip-50', 2.0)","('Zip-60', 2.0)","('Zip-188', 2.45)","('Zip-31', 2.45)","('Zip-90', 2.45)","('Zip-45', 2.45)","('Zip-187', 2.45)"
Zip-76,"('Zip-160', 2.0)","('Zip-105', 2.0)","('Zip-93', 2.0)","('Zip-176', 2.0)","('Zip-155', 2.0)","('Zip-145', 2.0)","('Zip-138', 2.45)","('Zip-133', 2.45)","('Zip-108', 2.45)","('Zip-135', 2.45)"
Zip-77,"('Zip-127', 2.0)","('Zip-211', 2.45)","('Zip-58', 2.45)","('Zip-195', 2.45)","('Zip-47', 2.45)","('Zip-126', 2.45)","('Zip-80', 2.45)","('Zip-29', 2.45)","('Zip-10', 2.45)","('Zip-86', 2.45)"
Zip-78,"('Zip-147', 1.41)","('Zip-114', 2.0)","('Zip-201', 2.0)","('Zip-162', 2.0)","('Zip-180', 2.0)","('Zip-126', 2.0)","('Zip-125', 2.0)","('Zip-86', 2.0)","('Zip-175', 2.0)","('Zip-112', 2.0)"
Zip-79,"('Zip-96', 2.0)","('Zip-11', 2.0)","('Zip-31', 2.0)","('Zip-165', 2.0)","('Zip-193', 2.0)","('Zip-24', 2.45)","('Zip-17', 2.45)","('Zip-185', 2.45)","('Zip-184', 2.45)","('Zip-61', 2.45)"
Zip-80,"('Zip-111', 2.0)","('Zip-197', 2.0)","('Zip-205', 2.0)","('Zip-206', 2.0)","('Zip-185', 2.0)","('Zip-89', 2.0)","('Zip-42', 2.0)","('Zip-134', 2.45)","('Zip-25', 2.45)","('Zip-81', 2.45)"
Zip-81,"('Zip-25', 2.0)","('Zip-134', 2.0)","('Zip-187', 2.0)","('Zip-4', 2.0)","('Zip-42', 2.0)","('Zip-205', 2.45)","('Zip-87', 2.45)","('Zip-100', 2.45)","('Zip-17', 2.45)","('Zip-59', 2.45)"
Zip-82,"('Zip-72', 2.0)","('Zip-183', 2.0)","('Zip-124', 2.0)","('Zip-132', 2.0)","('Zip-34', 2.0)","('Zip-196', 2.0)","('Zip-88', 2.0)","('Zip-69', 2.0)","('Zip-7', 2.0)","('Zip-101', 2.0)"
Zip-83,"('Zip-175', 2.0)","('Zip-28', 2.0)","('Zip-46', 2.0)","('Zip-5', 2.0)","('Zip-54', 2.0)","('Zip-132', 2.0)","('Zip-211', 2.0)","('Zip-91', 2.45)","('Zip-88', 2.45)","('Zip-87', 2.45)"
Zip-84,"('Zip-23', 1.41)","('Zip-110', 2.0)","('Zip-39', 2.0)","('Zip-41', 2.0)","('Zip-183', 2.0)","('Zip-174', 2.0)","('Zip-38', 2.0)","('Zip-210', 2.0)","('Zip-119', 2.0)","('Zip-115', 2.0)"
Zip-85,"('Zip-9', 2.0)","('Zip-151', 2.0)","('Zip-8', 2.0)","('Zip-53', 2.0)","('Zip-190', 2.45)","('Zip-133', 2.45)","('Zip-90', 2.45)","('Zip-65', 2.45)","('Zip-152', 2.45)","('Zip-67', 2.45)"
Zip-86,"('Zip-147', 2.0)","('Zip-78', 2.0)","('Zip-3', 2.0)","('Zip-112', 2.0)","('Zip-114', 2.0)","('Zip-126', 2.0)","('Zip-162', 2.0)","('Zip-125', 2.0)","('Zip-91', 2.45)","('Zip-46', 2.45)"
Zip-87,"('Zip-45', 2.0)","('Zip-141', 2.0)","('Zip-97', 2.0)","('Zip-32', 2.0)","('Zip-159', 2.0)","('Zip-81', 2.45)","('Zip-147', 2.45)","('Zip-54', 2.45)","('Zip-28', 2.45)","('Zip-83', 2.45)"
Zip-88,"('Zip-132', 2.0)","('Zip-7', 2.0)","('Zip-124', 2.0)","('Zip-82', 2.0)","('Zip-101', 2.0)","('Zip-34', 2.0)","('Zip-183', 2.0)","('Zip-196', 2.0)","('Zip-69', 2.0)","('Zip-191', 2.45)"
Zip-89,"('Zip-205', 2.0)","('Zip-185', 2.0)","('Zip-206', 2.0)","('Zip-111', 2.0)","('Zip-197', 2.0)","('Zip-80', 2.0)","('Zip-31', 2.45)","('Zip-42', 2.45)","('Zip-97', 2.45)","('Zip-98', 2.45)"
Zip-90,"('Zip-151', 2.0)","('Zip-133', 2.0)","('Zip-169', 2.0)","('Zip-61', 2.0)","('Zip-21', 2.0)","('Zip-204', 2.0)","('Zip-188', 2.0)","('Zip-193', 2.45)","('Zip-76', 2.45)","('Zip-214', 2.45)"
Zip-91,"('Zip-203', 2.0)","('Zip-36', 2.0)","('Zip-5', 2.0)","('Zip-132', 2.0)","('Zip-140', 2.0)","('Zip-198', 2.0)","('Zip-179', 2.0)","('Zip-125', 2.45)","('Zip-46', 2.45)","('Zip-92', 2.45)"
Zip-92,"('Zip-108', 2.0)","('Zip-72', 2.0)","('Zip-1', 2.0)","('Zip-5', 2.0)","('Zip-82', 2.45)","('Zip-43', 2.45)","('Zip-86', 2.45)","('Zip-46', 2.45)","('Zip-71', 2.45)","('Zip-65', 2.45)"
Zip-93,"('Zip-49', 1.41)","('Zip-155', 2.0)","('Zip-160', 2.0)","('Zip-135', 2.0)","('Zip-176', 2.0)","('Zip-145', 2.0)","('Zip-76', 2.0)","('Zip-138', 2.45)","('Zip-69', 2.45)","('Zip-71', 2.45)"
Zip-94,"('Zip-19', 2.0)","('Zip-47', 2.0)","('Zip-37', 2.0)","('Zip-29', 2.45)","('Zip-188', 2.45)","('Zip-27', 2.45)","('Zip-183', 2.45)","('Zip-66', 2.45)","('Zip-153', 2.45)","('Zip-191', 2.45)"
Zip-95,"('Zip-62', 2.0)","('Zip-99', 2.0)","('Zip-56', 2.0)","('Zip-55', 2.0)","('Zip-171', 2.45)","('Zip-33', 2.45)","('Zip-57', 2.45)","('Zip-24', 2.45)","('Zip-58', 2.45)","('Zip-116', 2.45)"
Zip-96,"('Zip-79', 2.0)","('Zip-24', 2.0)","('Zip-165', 2.0)","('Zip-11', 2.0)","('Zip-31', 2.0)","('Zip-193', 2.0)","('Zip-185', 2.45)","('Zip-75', 2.45)","('Zip-39', 2.45)","('Zip-197', 2.45)"
Zip-97,"('Zip-45', 2.0)","('Zip-32', 2.0)","('Zip-87', 2.0)","('Zip-141', 2.0)","('Zip-15', 2.45)","('Zip-61', 2.45)","('Zip-159', 2.45)","('Zip-206', 2.45)","('Zip-25', 2.45)","('Zip-114', 2.45)"
Zip-98,"('Zip-195', 2.0)","('Zip-18', 2.0)","('Zip-177', 2.0)","('Zip-37', 2.0)","('Zip-179', 2.45)","('Zip-155', 2.45)","('Zip-89', 2.45)","('Zip-196', 2.45)","('Zip-209', 2.45)","('Zip-212', 2.45)"
Zip-99,"('Zip-55', 2.0)","('Zip-95', 2.0)","('Zip-58', 2.0)","('Zip-120', 2.45)","('Zip-156', 2.45)","('Zip-157', 2.45)","('Zip-31', 2.45)","('Zip-57', 2.45)","('Zip-33', 2.45)","('Zip-26', 2.45)"
Zip-100,"('Zip-10', 2.0)","('Zip-17', 2.0)","('Zip-59', 2.0)","('Zip-152', 2.0)","('Zip-106', 2.0)","('Zip-159', 2.0)","('Zip-4', 2.0)","('Zip-90', 2.45)","('Zip-9', 2.45)","('Zip-205', 2.45)"
