,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6,Neighbor7,Neighbor8,Neighbor9,Neighbor10
Address-27,"('Address-1779', 5.1)","('Address-777', 5.66)","('Address-1602', 5.66)","('Address-2158', 5.83)","('Address-1809', 6.0)","('Address-1601', 6.0)","('Address-3820', 6.0)","('Address-4148', 6.0)","('Address-3671', 6.0)","('Address-3878', 6.0)"
Address-28,"('Address-3009', 6.32)","('Address-1449', 6.48)","('Address-3245', 6.93)","('Address-898', 6.93)","('Address-3072', 7.07)","('Address-1369', 7.07)","('Address-3904', 7.07)","('Address-4160', 7.07)","('Address-3513', 7.07)","('Address-1354', 7.21)"
Address-29,"('Address-4174', 5.1)","('Address-1201', 5.29)","('Address-2213', 5.29)","('Address-596', 5.29)","('Address-858', 5.48)","('Address-2391', 5.48)","('Address-2715', 5.48)","('Address-20', 5.66)","('Address-3358', 5.66)","('Address-3996', 5.66)"
Address-30,"('Address-1112', 6.16)","('Address-1180', 6.48)","('Address-4004', 6.48)","('Address-1578', 6.48)","('Address-4202', 6.48)","('Address-3557', 6.48)","('Address-3316', 6.63)","('Address-670', 6.63)","('Address-1257', 6.63)","('Address-2775', 6.63)"
Address-31,"('Address-4198', 4.9)","('Address-2727', 4.9)","('Address-930', 5.1)","('Address-1134', 5.29)","('Address-2356', 5.48)","('Address-294', 5.48)","('Address-4237', 5.48)","('Address-3429', 5.66)","('Address-3392', 5.66)","('Address-1488', 5.66)"
Address-32,"('Address-818', 5.1)","('Address-3236', 5.29)","('Address-1498', 5.48)","('Address-3546', 5.48)","('Address-2011', 5.66)","('Address-3039', 5.66)","('Address-440', 5.66)","('Address-932', 5.66)","('Address-4026', 5.66)","('Address-3099', 5.83)"
Address-33,"('Address-321', 6.16)","('Address-4123', 6.32)","('Address-438', 6.48)","('Address-1769', 6.48)","('Address-3555', 6.48)","('Address-1118', 6.63)","('Address-3549', 6.63)","('Address-1544', 6.78)","('Address-4017', 6.78)","('Address-3758', 6.78)"
Address-34,"('Address-3384', 4.9)","('Address-1117', 4.9)","('Address-2608', 5.1)","('Address-2753', 5.1)","('Address-2943', 5.29)","('Address-1815', 5.29)","('Address-3671', 5.29)","('Address-3559', 5.29)","('Address-2801', 5.29)","('Address-3928', 5.29)"
Address-35,"('Address-1809', 4.69)","('Address-3418', 5.48)","('Address-2072', 5.66)","('Address-2158', 5.66)","('Address-3820', 5.66)","('Address-777', 6.0)","('Address-2979', 6.0)","('Address-2959', 6.16)","('Address-3671', 6.16)","('Address-4148', 6.16)"
Address-36,"('Address-2622', 5.1)","('Address-766', 5.29)","('Address-3340', 5.29)","('Address-2426', 5.66)","('Address-1889', 5.66)","('Address-4223', 5.66)","('Address-3969', 5.66)","('Address-1995', 5.66)","('Address-237', 5.83)","('Address-1976', 5.83)"
Address-37,"('Address-711', 6.16)","('Address-1237', 6.32)","('Address-1655', 6.32)","('Address-271', 6.48)","('Address-3878', 6.63)","('Address-1077', 6.63)","('Address-2550', 6.63)","('Address-3494', 6.63)","('Address-3651', 6.63)","('Address-3745', 6.63)"
Address-38,"('Address-414', 6.63)","('Address-2754', 6.78)","('Address-110', 6.78)","('Address-3620', 6.93)","('Address-312', 6.93)","('Address-2975', 7.07)","('Address-3015', 7.07)","('Address-3622', 7.07)","('Address-754', 7.07)","('Address-700', 7.07)"
Address-39,"('Address-3525', 4.9)","('Address-2572', 5.1)","('Address-1365', 5.1)","('Address-2555', 5.29)","('Address-3251', 5.29)","('Address-139', 5.29)","('Address-1959', 5.29)","('Address-3296', 5.48)","('Address-2997', 5.48)","('Address-367', 5.48)"
Address-40,"('Address-388', 4.24)","('Address-2612', 5.1)","('Address-1269', 5.48)","('Address-2257', 5.66)","('Address-2821', 5.66)","('Address-1346', 5.66)","('Address-3920', 5.66)","('Address-1384', 5.66)","('Address-1225', 5.83)","('Address-2715', 5.83)"
Address-41,"('Address-1788', 5.66)","('Address-2758', 5.83)","('Address-3038', 6.32)","('Address-182', 6.32)","('Address-2238', 6.48)","('Address-3884', 6.63)","('Address-2023', 6.63)","('Address-1124', 6.78)","('Address-3857', 6.78)","('Address-2560', 6.93)"
Address-42,"('Address-160', 6.16)","('Address-539', 6.32)","('Address-3842', 6.63)","('Address-1177', 6.93)","('Address-1669', 6.93)","('Address-416', 7.07)","('Address-1399', 7.07)","('Address-3230', 7.07)","('Address-3952', 7.07)","('Address-4149', 7.07)"
Address-43,"('Address-4080', 6.32)","('Address-2191', 6.48)","('Address-287', 6.78)","('Address-2053', 6.93)","('Address-1550', 7.07)","('Address-1145', 7.21)","('Address-2672', 7.21)","('Address-1716', 7.21)","('Address-708', 7.21)","('Address-346', 7.35)"
Address-44,"('Address-1386', 3.46)","('Address-3953', 5.29)","('Address-3046', 5.48)","('Address-1134', 5.48)","('Address-3377', 5.48)","('Address-1639', 5.66)","('Address-1963', 5.66)","('Address-1954', 5.66)","('Address-2341', 5.66)","('Address-229', 5.83)"
Address-45,"('Address-3133', 5.66)","('Address-3645', 5.83)","('Address-602', 5.83)","('Address-1519', 6.0)","('Address-953', 6.0)","('Address-109', 6.0)","('Address-2358', 6.16)","('Address-2771', 6.16)","('Address-1034', 6.16)","('Address-1733', 6.16)"
Address-46,"('Address-1305', 6.0)","('Address-1759', 6.32)","('Address-3782', 6.48)","('Address-1702', 6.48)","('Address-1834', 6.78)","('Address-3939', 6.78)","('Address-3681', 6.78)","('Address-4023', 6.78)","('Address-2148', 6.78)","('Address-3083', 6.78)"
Address-47,"('Address-2309', 6.16)","('Address-3265', 6.32)","('Address-4144', 6.32)","('Address-1164', 6.63)","('Address-1252', 6.78)","('Address-728', 6.93)","('Address-3346', 6.93)","('Address-613', 6.93)","('Address-4199', 6.93)","('Address-2648', 7.07)"
Address-48,"('Address-3209', 4.9)","('Address-94', 5.1)","('Address-2997', 5.29)","('Address-631', 5.29)","('Address-2248', 5.48)","('Address-2639', 5.48)","('Address-2250', 5.48)","('Address-3990', 5.66)","('Address-4211', 5.66)","('Address-365', 5.66)"
Address-49,"('Address-2757', 5.48)","('Address-3551', 5.66)","('Address-1202', 5.66)","('Address-918', 5.66)","('Address-2199', 5.66)","('Address-1373', 5.83)","('Address-2005', 5.83)","('Address-2694', 5.83)","('Address-3650', 5.83)","('Address-1248', 5.83)"
Address-50,"('Address-2631', 6.63)","('Address-4114', 6.78)","('Address-2086', 7.07)","('Address-3618', 7.07)","('Address-2185', 7.07)","('Address-3993', 7.21)","('Address-213', 7.21)","('Address-1087', 7.21)","('Address-406', 7.21)","('Address-2772', 7.35)"
Address-51,"('Address-3139', 6.48)","('Address-2837', 6.48)","('Address-1515', 6.48)","('Address-150', 6.63)","('Address-1016', 6.63)","('Address-3166', 6.63)","('Address-1679', 6.78)","('Address-4197', 6.78)","('Address-3007', 6.78)","('Address-3696', 6.93)"
Address-52,"('Address-3420', 4.69)","('Address-1895', 5.48)","('Address-1498', 5.66)","('Address-3039', 5.66)","('Address-3225', 5.66)","('Address-373', 5.66)","('Address-1748', 5.66)","('Address-2719', 5.83)","('Address-4207', 5.83)","('Address-4026', 6.0)"
Address-53,"('Address-3307', 5.29)","('Address-1908', 6.0)","('Address-1696', 6.0)","('Address-1812', 6.16)","('Address-2493', 6.16)","('Address-1576', 6.16)","('Address-443', 6.16)","('Address-4048', 6.16)","('Address-3025', 6.16)","('Address-754', 6.16)"
Address-54,"('Address-551', 5.1)","('Address-3050', 5.1)","('Address-3582', 5.1)","('Address-3771', 5.29)","('Address-664', 5.29)","('Address-1286', 5.48)","('Address-3290', 5.48)","('Address-3445', 5.48)","('Address-1781', 5.48)","('Address-96', 5.48)"
Address-55,"('Address-3745', 5.29)","('Address-1689', 5.48)","('Address-2584', 5.66)","('Address-1337', 5.66)","('Address-3554', 5.66)","('Address-1157', 5.83)","('Address-1166', 5.83)","('Address-2926', 5.83)","('Address-3204', 5.83)","('Address-3735', 5.83)"
Address-56,"('Address-1971', 5.29)","('Address-2823', 5.48)","('Address-3065', 5.66)","('Address-1597', 5.66)","('Address-2366', 6.0)","('Address-4222', 6.0)","('Address-407', 6.0)","('Address-266', 6.16)","('Address-916', 6.16)","('Address-4126', 6.16)"
Address-57,"('Address-344', 4.9)","('Address-167', 5.29)","('Address-4105', 5.48)","('Address-175', 5.66)","('Address-3340', 5.66)","('Address-3587', 5.66)","('Address-3215', 5.66)","('Address-1924', 5.66)","('Address-3362', 5.66)","('Address-2070', 5.83)"
Address-58,"('Address-845', 5.66)","('Address-2312', 5.66)","('Address-2848', 5.66)","('Address-3274', 5.83)","('Address-614', 5.83)","('Address-1470', 6.32)","('Address-3887', 6.32)","('Address-3838', 6.32)","('Address-3024', 6.32)","('Address-2710', 6.48)"
Address-59,"('Address-1494', 5.29)","('Address-865', 5.48)","('Address-2495', 6.0)","('Address-2485', 6.0)","('Address-3327', 6.0)","('Address-763', 6.16)","('Address-2833', 6.32)","('Address-3038', 6.32)","('Address-1785', 6.32)","('Address-1978', 6.32)"
Address-60,"('Address-1645', 6.32)","('Address-4083', 6.48)","('Address-882', 6.78)","('Address-1849', 6.78)","('Address-2695', 6.93)","('Address-1685', 6.93)","('Address-2149', 7.07)","('Address-2468', 7.07)","('Address-802', 7.21)","('Address-966', 7.21)"
Address-61,"('Address-3577', 5.66)","('Address-4069', 5.83)","('Address-2215', 6.32)","('Address-3354', 6.32)","('Address-2897', 6.63)","('Address-3208', 6.78)","('Address-2339', 6.78)","('Address-1164', 6.78)","('Address-1261', 6.93)","('Address-1996', 6.93)"
Address-62,"('Address-1549', 5.1)","('Address-2214', 5.29)","('Address-3042', 5.29)","('Address-4000', 5.66)","('Address-2690', 5.66)","('Address-3267', 5.66)","('Address-832', 5.83)","('Address-3900', 5.83)","('Address-3363', 5.83)","('Address-1182', 5.83)"
Address-63,"('Address-3733', 6.0)","('Address-1443', 6.48)","('Address-67', 6.48)","('Address-4134', 6.48)","('Address-2193', 6.63)","('Address-3409', 6.63)","('Address-3125', 6.63)","('Address-4220', 6.63)","('Address-1257', 6.63)","('Address-2672', 6.78)"
Address-64,"('Address-3567', 6.63)","('Address-2386', 6.78)","('Address-3757', 6.78)","('Address-3309', 6.93)","('Address-2750', 6.93)","('Address-1065', 6.93)","('Address-3413', 7.07)","('Address-1118', 7.07)","('Address-2314', 7.07)","('Address-1632', 7.07)"
Address-65,"('Address-2310', 4.9)","('Address-3084', 5.1)","('Address-1239', 5.1)","('Address-869', 5.48)","('Address-591', 5.48)","('Address-2586', 5.48)","('Address-2881', 5.48)","('Address-1345', 5.48)","('Address-2180', 5.48)","('Address-846', 5.66)"
Address-66,"('Address-1940', 5.83)","('Address-728', 5.83)","('Address-290', 6.16)","('Address-3636', 6.32)","('Address-3209', 6.48)","('Address-2167', 6.48)","('Address-3383', 6.48)","('Address-4151', 6.63)","('Address-1027', 6.63)","('Address-3108', 6.63)"
Address-67,"('Address-3733', 5.48)","('Address-1578', 6.16)","('Address-2193', 6.16)","('Address-3327', 6.16)","('Address-4202', 6.16)","('Address-707', 6.32)","('Address-3666', 6.32)","('Address-2331', 6.32)","('Address-3178', 6.32)","('Address-615', 6.32)"
Address-68,"('Address-1242', 4.69)","('Address-2922', 5.1)","('Address-3921', 5.1)","('Address-1850', 5.29)","('Address-280', 5.48)","('Address-1400', 5.66)","('Address-424', 5.66)","('Address-2205', 5.66)","('Address-960', 5.66)","('Address-389', 5.83)"
Address-69,"('Address-3757', 5.29)","('Address-1065', 5.29)","('Address-3946', 5.29)","('Address-3048', 5.48)","('Address-2539', 5.66)","('Address-3196', 5.66)","('Address-2120', 5.66)","('Address-1071', 5.83)","('Address-3417', 5.83)","('Address-3422', 5.83)"
Address-70,"('Address-3497', 5.1)","('Address-3880', 5.29)","('Address-3401', 5.48)","('Address-3950', 5.48)","('Address-4088', 5.48)","('Address-4232', 5.66)","('Address-3429', 5.66)","('Address-569', 5.66)","('Address-4215', 5.83)","('Address-1114', 5.83)"
Address-71,"('Address-2724', 6.0)","('Address-209', 6.0)","('Address-404', 6.16)","('Address-3256', 6.16)","('Address-1794', 6.16)","('Address-303', 6.16)","('Address-4144', 6.32)","('Address-3533', 6.32)","('Address-1340', 6.32)","('Address-1826', 6.32)"
Address-72,"('Address-2549', 6.32)","('Address-3472', 6.63)","('Address-2024', 6.63)","('Address-3468', 6.78)","('Address-3107', 6.93)","('Address-3408', 6.93)","('Address-1861', 7.07)","('Address-411', 7.21)","('Address-261', 7.21)","('Address-881', 7.21)"
Address-73,"('Address-2414', 5.66)","('Address-1859', 5.66)","('Address-3559', 5.83)","('Address-1686', 5.83)","('Address-1110', 5.83)","('Address-1203', 5.83)","('Address-422', 5.83)","('Address-2656', 5.83)","('Address-4209', 5.83)","('Address-1525', 5.83)"
Address-74,"('Address-1249', 6.32)","('Address-400', 6.63)","('Address-1419', 6.63)","('Address-415', 6.63)","('Address-1864', 6.63)","('Address-2931', 6.93)","('Address-219', 7.07)","('Address-1570', 7.07)","('Address-2636', 7.07)","('Address-364', 7.07)"
Address-75,"('Address-3237', 5.48)","('Address-585', 5.48)","('Address-3127', 5.66)","('Address-3058', 5.66)","('Address-1174', 5.66)","('Address-2989', 5.83)","('Address-3394', 5.83)","('Address-1341', 6.0)","('Address-315', 6.0)","('Address-2547', 6.0)"
Address-76,"('Address-328', 6.32)","('Address-3482', 6.48)","('Address-2841', 6.48)","('Address-3068', 6.48)","('Address-4033', 6.48)","('Address-3886', 6.63)","('Address-2401', 6.63)","('Address-1314', 6.78)","('Address-2086', 6.78)","('Address-3729', 6.78)"
Address-77,"('Address-1250', 6.0)","('Address-3983', 6.32)","('Address-3200', 6.48)","('Address-256', 6.48)","('Address-3327', 6.48)","('Address-2402', 6.48)","('Address-3096', 6.48)","('Address-3399', 6.63)","('Address-734', 6.63)","('Address-3198', 6.63)"
Address-78,"('Address-409', 6.48)","('Address-158', 6.63)","('Address-218', 6.78)","('Address-2703', 6.93)","('Address-3650', 6.93)","('Address-3886', 6.93)","('Address-2934', 7.07)","('Address-2068', 7.21)","('Address-3249', 7.21)","('Address-2278', 7.21)"
Address-79,"('Address-927', 6.32)","('Address-2267', 6.48)","('Address-3804', 6.48)","('Address-1509', 6.48)","('Address-1326', 6.63)","('Address-86', 6.63)","('Address-1040', 6.78)","('Address-3941', 6.78)","('Address-713', 6.93)","('Address-982', 6.93)"
Address-80,"('Address-4085', 5.1)","('Address-4181', 5.48)","('Address-2715', 5.66)","('Address-3150', 5.66)","('Address-1998', 5.83)","('Address-89', 5.83)","('Address-605', 5.83)","('Address-1950', 5.83)","('Address-2426', 6.0)","('Address-44', 6.0)"
Address-81,"('Address-3957', 5.29)","('Address-2273', 5.48)","('Address-2426', 5.48)","('Address-2622', 5.48)","('Address-1856', 5.48)","('Address-3340', 5.66)","('Address-3859', 5.66)","('Address-2608', 5.83)","('Address-34', 5.83)","('Address-2734', 5.83)"
Address-82,"('Address-3681', 5.48)","('Address-1261', 6.16)","('Address-1092', 6.16)","('Address-757', 6.16)","('Address-3205', 6.32)","('Address-630', 6.32)","('Address-1197', 6.32)","('Address-2850', 6.48)","('Address-1889', 6.48)","('Address-3939', 6.48)"
Address-83,"('Address-1800', 5.83)","('Address-3281', 6.0)","('Address-4205', 6.0)","('Address-422', 6.0)","('Address-2852', 6.16)","('Address-2187', 6.16)","('Address-639', 6.16)","('Address-1079', 6.16)","('Address-1663', 6.16)","('Address-3232', 6.16)"
Address-84,"('Address-1760', 6.0)","('Address-3161', 6.0)","('Address-3169', 6.16)","('Address-1425', 6.32)","('Address-3857', 6.32)","('Address-3811', 6.48)","('Address-1257', 6.48)","('Address-408', 6.48)","('Address-472', 6.48)","('Address-171', 6.63)"
Address-85,"('Address-2496', 5.1)","('Address-1216', 5.29)","('Address-944', 5.29)","('Address-237', 5.48)","('Address-2293', 5.48)","('Address-1130', 5.66)","('Address-1856', 5.66)","('Address-3258', 5.66)","('Address-1203', 5.66)","('Address-3147', 5.66)"
Address-86,"('Address-3941', 6.0)","('Address-2267', 6.63)","('Address-79', 6.63)","('Address-1849', 6.78)","('Address-4081', 6.78)","('Address-1326', 6.78)","('Address-237', 6.93)","('Address-3804', 6.93)","('Address-2445', 6.93)","('Address-1039', 6.93)"
Address-87,"('Address-4095', 4.9)","('Address-3633', 4.9)","('Address-2574', 5.29)","('Address-2553', 5.48)","('Address-1967', 5.48)","('Address-1503', 5.48)","('Address-365', 5.48)","('Address-945', 5.66)","('Address-2989', 5.66)","('Address-3892', 5.66)"
Address-88,"('Address-755', 5.83)","('Address-4167', 6.0)","('Address-2547', 6.16)","('Address-3427', 6.16)","('Address-3004', 6.16)","('Address-965', 6.16)","('Address-3012', 6.16)","('Address-559', 6.32)","('Address-3743', 6.32)","('Address-1406', 6.32)"
Address-89,"('Address-1129', 5.48)","('Address-4174', 5.66)","('Address-1668', 5.66)","('Address-4085', 5.66)","('Address-482', 5.66)","('Address-3150', 5.83)","('Address-2601', 5.83)","('Address-2475', 5.83)","('Address-3341', 5.83)","('Address-1950', 5.83)"
Address-90,"('Address-2429', 5.1)","('Address-257', 5.29)","('Address-2233', 5.29)","('Address-2978', 5.48)","('Address-3928', 5.48)","('Address-3813', 5.48)","('Address-2807', 5.48)","('Address-1575', 5.48)","('Address-358', 5.66)","('Address-2872', 5.66)"
Address-91,"('Address-1975', 3.74)","('Address-1932', 4.69)","('Address-2112', 4.69)","('Address-1742', 5.1)","('Address-5', 5.1)","('Address-359', 5.1)","('Address-1268', 5.1)","('Address-3034', 5.29)","('Address-1055', 5.48)","('Address-1483', 5.48)"
Address-92,"('Address-2336', 4.9)","('Address-1443', 5.83)","('Address-2388', 6.0)","('Address-3746', 6.16)","('Address-998', 6.16)","('Address-1716', 6.16)","('Address-3438', 6.16)","('Address-2264', 6.32)","('Address-2791', 6.48)","('Address-159', 6.48)"
Address-93,"('Address-2387', 6.32)","('Address-3648', 6.32)","('Address-1342', 6.78)","('Address-1282', 6.78)","('Address-3970', 6.93)","('Address-2130', 6.93)","('Address-651', 6.93)","('Address-811', 6.93)","('Address-1725', 6.93)","('Address-708', 6.93)"
Address-94,"('Address-953', 4.24)","('Address-3497', 4.9)","('Address-2187', 4.9)","('Address-4095', 5.1)","('Address-48', 5.1)","('Address-3133', 5.1)","('Address-602', 5.29)","('Address-2412', 5.29)","('Address-952', 5.29)","('Address-945', 5.29)"
Address-95,"('Address-1052', 6.48)","('Address-2113', 6.63)","('Address-447', 6.78)","('Address-2425', 6.78)","('Address-4145', 6.78)","('Address-4144', 6.78)","('Address-3538', 6.78)","('Address-1027', 6.78)","('Address-254', 6.78)","('Address-1150', 6.93)"
Address-96,"('Address-664', 4.9)","('Address-3582', 5.1)","('Address-4222', 5.1)","('Address-3050', 5.1)","('Address-3771', 5.48)","('Address-551', 5.48)","('Address-54', 5.48)","('Address-2670', 5.66)","('Address-1109', 5.66)","('Address-1781', 5.66)"
Address-97,"('Address-3456', 5.1)","('Address-1870', 5.1)","('Address-921', 5.1)","('Address-2298', 5.29)","('Address-3838', 5.48)","('Address-24', 5.48)","('Address-3430', 5.48)","('Address-1711', 5.66)","('Address-757', 5.66)","('Address-2622', 5.66)"
Address-98,"('Address-3396', 5.48)","('Address-3610', 5.83)","('Address-4053', 5.83)","('Address-1000', 6.0)","('Address-2041', 6.0)","('Address-2045', 6.0)","('Address-87', 6.0)","('Address-2987', 6.0)","('Address-1656', 6.16)","('Address-3885', 6.16)"
Address-99,"('Address-3349', 5.29)","('Address-1216', 5.29)","('Address-1203', 5.48)","('Address-380', 5.48)","('Address-2496', 5.48)","('Address-2548', 5.48)","('Address-1751', 5.48)","('Address-2654', 5.48)","('Address-3474', 5.48)","('Address-1437', 5.48)"
Address-100,"('Address-3731', 5.29)","('Address-874', 5.29)","('Address-3667', 5.48)","('Address-1049', 5.66)","('Address-2205', 5.66)","('Address-2066', 5.66)","('Address-3819', 5.66)","('Address-3810', 5.83)","('Address-3212', 5.83)","('Address-2109', 5.83)"
Address-101,"('Address-2426', 5.29)","('Address-2233', 5.29)","('Address-2921', 5.48)","('Address-3036', 5.48)","('Address-3516', 5.48)","('Address-1141', 5.66)","('Address-2498', 5.66)","('Address-605', 5.66)","('Address-1976', 5.66)","('Address-1904', 5.66)"
Address-102,"('Address-3650', 5.29)","('Address-3193', 5.48)","('Address-1150', 5.48)","('Address-2283', 5.48)","('Address-3423', 5.66)","('Address-231', 5.66)","('Address-825', 5.66)","('Address-2626', 5.66)","('Address-2823', 5.66)","('Address-1514', 5.66)"
