,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6,Neighbor7,Neighbor8,Neighbor9,Neighbor10
SSN-22,"('SSN-425', 1.41)","('SSN-2289', 2.0)","('SSN-1221', 2.0)","('SSN-27', 2.0)","('SSN-3388', 2.0)","('SSN-2684', 2.0)","('SSN-3420', 2.0)","('SSN-2386', 2.0)","('SSN-3374', 2.0)","('SSN-883', 2.0)"
SSN-23,"('SSN-3134', 1.41)","('SSN-1195', 1.41)","('SSN-3064', 1.41)","('SSN-846', 1.41)","('SSN-579', 1.41)","('SSN-1817', 1.41)","('SSN-3102', 1.41)","('SSN-191', 1.41)","('SSN-688', 2.0)","('SSN-1681', 2.0)"
SSN-24,"('SSN-2860', 1.41)","('SSN-2705', 1.41)","('SSN-2183', 1.41)","('SSN-2895', 1.41)","('SSN-1471', 1.41)","('SSN-2504', 1.41)","('SSN-1606', 1.41)","('SSN-1841', 1.41)","('SSN-2026', 1.41)","('SSN-2865', 2.0)"
SSN-25,"('SSN-502', 1.41)","('SSN-2449', 1.41)","('SSN-3082', 1.41)","('SSN-43', 2.0)","('SSN-2849', 2.0)","('SSN-2714', 2.0)","('SSN-1032', 2.0)","('SSN-3063', 2.0)","('SSN-2268', 2.0)","('SSN-3119', 2.0)"
SSN-26,"('SSN-861', 1.41)","('SSN-1912', 1.41)","('SSN-2585', 1.41)","('SSN-1989', 2.0)","('SSN-2940', 2.0)","('SSN-3001', 2.0)","('SSN-123', 2.0)","('SSN-1522', 2.0)","('SSN-2532', 2.0)","('SSN-117', 2.0)"
SSN-27,"('SSN-425', 1.41)","('SSN-1362', 1.41)","('SSN-338', 1.41)","('SSN-2058', 2.0)","('SSN-30', 2.0)","('SSN-2580', 2.0)","('SSN-22', 2.0)","('SSN-3388', 2.0)","('SSN-1903', 2.0)","('SSN-2565', 2.0)"
SSN-28,"('SSN-2889', 1.41)","('SSN-3041', 2.0)","('SSN-133', 2.0)","('SSN-2255', 2.0)","('SSN-716', 2.0)","('SSN-1731', 2.0)","('SSN-2568', 2.0)","('SSN-526', 2.0)","('SSN-1142', 2.0)","('SSN-1157', 2.0)"
SSN-29,"('SSN-1380', 1.41)","('SSN-954', 1.41)","('SSN-2798', 2.0)","('SSN-663', 2.0)","('SSN-3199', 2.0)","('SSN-935', 2.0)","('SSN-802', 2.0)","('SSN-894', 2.0)","('SSN-2109', 2.0)","('SSN-234', 2.0)"
SSN-30,"('SSN-2193', 2.0)","('SSN-50', 2.0)","('SSN-2058', 2.0)","('SSN-2128', 2.0)","('SSN-2871', 2.0)","('SSN-909', 2.0)","('SSN-783', 2.0)","('SSN-663', 2.0)","('SSN-2517', 2.0)","('SSN-338', 2.0)"
SSN-31,"('SSN-2007', 1.41)","('SSN-1396', 2.0)","('SSN-1477', 2.0)","('SSN-3287', 2.0)","('SSN-1400', 2.0)","('SSN-922', 2.0)","('SSN-64', 2.0)","('SSN-1078', 2.0)","('SSN-1062', 2.0)","('SSN-3338', 2.0)"
SSN-32,"('SSN-2104', 1.41)","('SSN-1346', 1.41)","('SSN-2026', 1.41)","('SSN-1278', 1.41)","('SSN-1948', 1.41)","('SSN-2333', 2.0)","('SSN-1040', 2.0)","('SSN-24', 2.0)","('SSN-968', 2.0)","('SSN-3114', 2.0)"
SSN-33,"('SSN-485', 1.41)","('SSN-276', 2.0)","('SSN-2456', 2.0)","('SSN-2278', 2.0)","('SSN-3316', 2.0)","('SSN-3318', 2.0)","('SSN-2862', 2.0)","('SSN-1308', 2.0)","('SSN-1704', 2.0)","('SSN-1894', 2.0)"
SSN-34,"('SSN-993', 2.0)","('SSN-3120', 2.0)","('SSN-219', 2.0)","('SSN-771', 2.0)","('SSN-1980', 2.0)","('SSN-2926', 2.0)","('SSN-2424', 2.0)","('SSN-1736', 2.0)","('SSN-2439', 2.0)","('SSN-2243', 2.0)"
SSN-35,"('SSN-2432', 1.41)","('SSN-3290', 1.41)","('SSN-2516', 1.41)","('SSN-1340', 2.0)","('SSN-2320', 2.0)","('SSN-1797', 2.0)","('SSN-775', 2.0)","('SSN-2042', 2.0)","('SSN-1981', 2.0)","('SSN-1724', 2.0)"
SSN-36,"('SSN-2372', 1.41)","('SSN-2989', 1.41)","('SSN-3203', 1.41)","('SSN-2494', 2.0)","('SSN-307', 2.0)","('SSN-767', 2.0)","('SSN-2273', 2.0)","('SSN-1642', 2.0)","('SSN-153', 2.0)","('SSN-2718', 2.0)"
SSN-37,"('SSN-3165', 1.41)","('SSN-2096', 1.41)","('SSN-1797', 1.41)","('SSN-267', 1.41)","('SSN-3399', 1.41)","('SSN-1104', 1.41)","('SSN-2753', 1.41)","('SSN-2167', 1.41)","('SSN-2641', 1.41)","('SSN-2821', 1.41)"
SSN-38,"('SSN-2273', 1.41)","('SSN-2590', 1.41)","('SSN-153', 1.41)","('SSN-2755', 2.0)","('SSN-736', 2.0)","('SSN-2820', 2.0)","('SSN-1751', 2.0)","('SSN-1982', 2.0)","('SSN-2563', 2.0)","('SSN-970', 2.0)"
SSN-39,"('SSN-3015', 1.41)","('SSN-1463', 1.41)","('SSN-2005', 1.41)","('SSN-3090', 2.0)","('SSN-752', 2.0)","('SSN-2409', 2.0)","('SSN-1623', 2.0)","('SSN-3098', 2.0)","('SSN-1626', 2.0)","('SSN-420', 2.0)"
SSN-40,"('SSN-180', 1.41)","('SSN-992', 2.0)","('SSN-3303', 2.0)","('SSN-3413', 2.0)","('SSN-1319', 2.0)","('SSN-1942', 2.0)","('SSN-3187', 2.0)","('SSN-3208', 2.0)","('SSN-171', 2.0)","('SSN-3146', 2.0)"
SSN-41,"('SSN-2886', 1.41)","('SSN-2573', 1.41)","('SSN-1397', 1.41)","('SSN-1283', 1.41)","('SSN-3400', 2.0)","('SSN-3180', 2.0)","('SSN-979', 2.0)","('SSN-1062', 2.0)","('SSN-1647', 2.0)","('SSN-1366', 2.0)"
SSN-42,"('SSN-1899', 1.41)","('SSN-3405', 2.0)","('SSN-1533', 2.0)","('SSN-2094', 2.0)","('SSN-1493', 2.0)","('SSN-1465', 2.0)","('SSN-1381', 2.0)","('SSN-3409', 2.0)","('SSN-3407', 2.0)","('SSN-1186', 2.0)"
SSN-43,"('SSN-2268', 1.41)","('SSN-2449', 2.0)","('SSN-2754', 2.0)","('SSN-3421', 2.0)","('SSN-1919', 2.0)","('SSN-2714', 2.0)","('SSN-3071', 2.0)","('SSN-310', 2.0)","('SSN-1815', 2.0)","('SSN-156', 2.0)"
SSN-44,"('SSN-2934', 1.41)","('SSN-174', 1.41)","('SSN-1843', 2.0)","('SSN-336', 2.0)","('SSN-556', 2.0)","('SSN-769', 2.0)","('SSN-1374', 2.0)","('SSN-937', 2.0)","('SSN-1335', 2.0)","('SSN-2730', 2.0)"
SSN-45,"('SSN-153', 1.41)","('SSN-1531', 1.41)","('SSN-2616', 2.0)","('SSN-38', 2.0)","('SSN-2711', 2.0)","('SSN-2412', 2.0)","('SSN-1751', 2.0)","('SSN-3252', 2.0)","('SSN-674', 2.0)","('SSN-1269', 2.0)"
SSN-46,"('SSN-1171', 2.0)","('SSN-2903', 2.0)","('SSN-239', 2.0)","('SSN-375', 2.0)","('SSN-3027', 2.0)","('SSN-1341', 2.0)","('SSN-2103', 2.0)","('SSN-1358', 2.0)","('SSN-387', 2.0)","('SSN-3009', 2.0)"
SSN-47,"('SSN-112', 1.41)","('SSN-830', 1.41)","('SSN-2323', 1.41)","('SSN-567', 1.41)","('SSN-2378', 1.41)","('SSN-3284', 2.0)","('SSN-1867', 2.0)","('SSN-3232', 2.0)","('SSN-1379', 2.0)","('SSN-186', 2.0)"
SSN-48,"('SSN-704', 1.41)","('SSN-2253', 1.41)","('SSN-314', 1.41)","('SSN-3357', 1.41)","('SSN-2877', 1.41)","('SSN-754', 1.41)","('SSN-2480', 1.41)","('SSN-2369', 1.41)","('SSN-2914', 1.41)","('SSN-3278', 1.41)"
SSN-49,"('SSN-438', 1.41)","('SSN-2005', 1.41)","('SSN-2442', 2.0)","('SSN-3271', 2.0)","('SSN-2017', 2.0)","('SSN-1712', 2.0)","('SSN-1553', 2.0)","('SSN-1716', 2.0)","('SSN-2819', 2.0)","('SSN-3098', 2.0)"
SSN-50,"('SSN-2434', 1.41)","('SSN-30', 2.0)","('SSN-663', 2.0)","('SSN-1590', 2.0)","('SSN-783', 2.0)","('SSN-425', 2.0)","('SSN-393', 2.0)","('SSN-3131', 2.0)","('SSN-2380', 2.0)","('SSN-3251', 2.0)"
SSN-51,"('SSN-1253', 1.41)","('SSN-2277', 2.0)","('SSN-537', 2.0)","('SSN-948', 2.0)","('SSN-2048', 2.0)","('SSN-1304', 2.0)","('SSN-2116', 2.0)","('SSN-1297', 2.0)","('SSN-3036', 2.0)","('SSN-894', 2.45)"
SSN-52,"('SSN-147', 1.41)","('SSN-2710', 1.41)","('SSN-967', 2.0)","('SSN-1094', 2.0)","('SSN-1039', 2.0)","('SSN-3430', 2.0)","('SSN-1638', 2.0)","('SSN-577', 2.0)","('SSN-2101', 2.0)","('SSN-919', 2.0)"
SSN-53,"('SSN-1960', 1.41)","('SSN-2652', 1.41)","('SSN-2535', 1.41)","('SSN-2914', 2.0)","('SSN-287', 2.0)","('SSN-3238', 2.0)","('SSN-1816', 2.0)","('SSN-726', 2.0)","('SSN-3111', 2.0)","('SSN-713', 2.0)"
SSN-54,"('SSN-2224', 1.41)","('SSN-265', 1.41)","('SSN-2899', 2.0)","('SSN-1276', 2.0)","('SSN-1313', 2.0)","('SSN-2910', 2.0)","('SSN-3131', 2.0)","('SSN-880', 2.0)","('SSN-1881', 2.0)","('SSN-2845', 2.0)"
SSN-55,"('SSN-2286', 1.41)","('SSN-3325', 1.41)","('SSN-2079', 2.0)","('SSN-1480', 2.0)","('SSN-2312', 2.0)","('SSN-1535', 2.0)","('SSN-3248', 2.0)","('SSN-1637', 2.0)","('SSN-2777', 2.0)","('SSN-681', 2.0)"
SSN-56,"('SSN-89', 1.41)","('SSN-382', 1.41)","('SSN-815', 1.41)","('SSN-3047', 2.0)","('SSN-527', 2.0)","('SSN-1651', 2.0)","('SSN-1756', 2.0)","('SSN-2176', 2.0)","('SSN-3384', 2.0)","('SSN-165', 2.0)"
SSN-57,"('SSN-1878', 1.41)","('SSN-817', 2.0)","('SSN-2079', 2.0)","('SSN-852', 2.0)","('SSN-1947', 2.0)","('SSN-1911', 2.0)","('SSN-2206', 2.0)","('SSN-2279', 2.0)","('SSN-322', 2.0)","('SSN-2900', 2.0)"
SSN-58,"('SSN-2910', 1.41)","('SSN-1276', 2.0)","('SSN-2869', 2.0)","('SSN-1484', 2.0)","('SSN-1437', 2.0)","('SSN-1313', 2.0)","('SSN-280', 2.0)","('SSN-2515', 2.0)","('SSN-78', 2.0)","('SSN-3184', 2.0)"
SSN-59,"('SSN-708', 1.41)","('SSN-1264', 2.0)","('SSN-2935', 2.0)","('SSN-3314', 2.0)","('SSN-3163', 2.0)","('SSN-1900', 2.0)","('SSN-1664', 2.0)","('SSN-573', 2.0)","('SSN-1790', 2.0)","('SSN-653', 2.0)"
SSN-60,"('SSN-276', 1.41)","('SSN-668', 2.0)","('SSN-984', 2.0)","('SSN-2857', 2.0)","('SSN-155', 2.0)","('SSN-1618', 2.0)","('SSN-764', 2.0)","('SSN-2262', 2.0)","('SSN-1449', 2.0)","('SSN-2181', 2.0)"
SSN-61,"('SSN-1419', 1.41)","('SSN-1117', 1.41)","('SSN-1561', 1.41)","('SSN-3183', 1.41)","('SSN-2', 1.41)","('SSN-2758', 1.41)","('SSN-2196', 2.0)","('SSN-3310', 2.0)","('SSN-2635', 2.0)","('SSN-453', 2.0)"
SSN-62,"('SSN-138', 1.41)","('SSN-2228', 2.0)","('SSN-1039', 2.0)","('SSN-100', 2.0)","('SSN-3129', 2.0)","('SSN-370', 2.0)","('SSN-2991', 2.0)","('SSN-101', 2.0)","('SSN-2967', 2.0)","('SSN-2631', 2.0)"
SSN-63,"('SSN-505', 1.41)","('SSN-1448', 1.41)","('SSN-1673', 1.41)","('SSN-3003', 2.0)","('SSN-274', 2.0)","('SSN-1117', 2.0)","('SSN-258', 2.0)","('SSN-2773', 2.0)","('SSN-2359', 2.0)","('SSN-1043', 2.0)"
SSN-64,"('SSN-2867', 1.41)","('SSN-581', 1.41)","('SSN-1086', 2.0)","('SSN-2724', 2.0)","('SSN-281', 2.0)","('SSN-1396', 2.0)","('SSN-1488', 2.0)","('SSN-3287', 2.0)","('SSN-31', 2.0)","('SSN-1521', 2.0)"
SSN-65,"('SSN-3387', 1.41)","('SSN-478', 1.41)","('SSN-264', 2.0)","('SSN-2000', 2.0)","('SSN-480', 2.0)","('SSN-1310', 2.0)","('SSN-944', 2.0)","('SSN-3407', 2.0)","('SSN-983', 2.0)","('SSN-619', 2.0)"
SSN-66,"('SSN-2014', 1.41)","('SSN-1655', 1.41)","('SSN-3336', 2.0)","('SSN-1719', 2.0)","('SSN-2514', 2.0)","('SSN-2538', 2.0)","('SSN-659', 2.0)","('SSN-1385', 2.0)","('SSN-1785', 2.0)","('SSN-611', 2.0)"
SSN-67,"('SSN-3396', 1.41)","('SSN-1258', 1.41)","('SSN-2563', 1.41)","('SSN-2871', 2.0)","('SSN-1428', 2.0)","('SSN-3230', 2.0)","('SSN-2755', 2.0)","('SSN-2384', 2.0)","('SSN-136', 2.0)","('SSN-1025', 2.0)"
SSN-68,"('SSN-3223', 1.41)","('SSN-2000', 1.41)","('SSN-544', 1.41)","('SSN-452', 2.0)","('SSN-1609', 2.0)","('SSN-3263', 2.0)","('SSN-2543', 2.0)","('SSN-478', 2.0)","('SSN-3339', 2.0)","('SSN-1590', 2.0)"
SSN-69,"('SSN-260', 2.0)","('SSN-1291', 2.0)","('SSN-3326', 2.0)","('SSN-2985', 2.0)","('SSN-504', 2.0)","('SSN-3419', 2.0)","('SSN-133', 2.0)","('SSN-2267', 2.0)","('SSN-3454', 2.0)","('SSN-3464', 2.0)"
SSN-70,"('SSN-640', 1.41)","('SSN-1710', 1.41)","('SSN-1462', 2.0)","('SSN-2040', 2.0)","('SSN-132', 2.0)","('SSN-1057', 2.0)","('SSN-1419', 2.0)","('SSN-663', 2.0)","('SSN-3178', 2.0)","('SSN-954', 2.0)"
SSN-71,"('SSN-2139', 1.41)","('SSN-1003', 2.0)","('SSN-1333', 2.0)","('SSN-2903', 2.0)","('SSN-2900', 2.0)","('SSN-2508', 2.0)","('SSN-135', 2.0)","('SSN-1824', 2.0)","('SSN-2236', 2.0)","('SSN-1975', 2.0)"
SSN-72,"('SSN-1170', 1.41)","('SSN-2249', 2.0)","('SSN-466', 2.0)","('SSN-1085', 2.0)","('SSN-2891', 2.0)","('SSN-2051', 2.0)","('SSN-1181', 2.0)","('SSN-1607', 2.0)","('SSN-2522', 2.0)","('SSN-291', 2.0)"
SSN-73,"('SSN-487', 1.41)","('SSN-1711', 2.0)","('SSN-23', 2.0)","('SSN-2163', 2.0)","('SSN-1273', 2.0)","('SSN-2838', 2.0)","('SSN-3186', 2.0)","('SSN-3053', 2.0)","('SSN-3401', 2.0)","('SSN-2582', 2.0)"
SSN-74,"('SSN-2441', 1.41)","('SSN-2262', 1.41)","('SSN-1565', 1.41)","('SSN-282', 2.0)","('SSN-798', 2.0)","('SSN-1560', 2.0)","('SSN-405', 2.0)","('SSN-1748', 2.0)","('SSN-2261', 2.0)","('SSN-942', 2.0)"
SSN-75,"('SSN-1352', 1.41)","('SSN-335', 1.41)","('SSN-396', 1.41)","('SSN-604', 2.0)","('SSN-1768', 2.0)","('SSN-922', 2.0)","('SSN-1755', 2.0)","('SSN-3095', 2.0)","('SSN-2677', 2.0)","('SSN-3305', 2.0)"
SSN-76,"('SSN-1323', 1.41)","('SSN-2605', 1.41)","('SSN-2503', 2.0)","('SSN-3042', 2.0)","('SSN-1062', 2.0)","('SSN-3067', 2.0)","('SSN-115', 2.0)","('SSN-1708', 2.0)","('SSN-2948', 2.0)","('SSN-2158', 2.0)"
SSN-77,"('SSN-2592', 1.41)","('SSN-1497', 2.0)","('SSN-3361', 2.0)","('SSN-88', 2.0)","('SSN-3263', 2.0)","('SSN-360', 2.0)","('SSN-2097', 2.0)","('SSN-2976', 2.0)","('SSN-2186', 2.0)","('SSN-3347', 2.0)"
SSN-78,"('SSN-1008', 2.0)","('SSN-3175', 2.0)","('SSN-296', 2.0)","('SSN-1276', 2.0)","('SSN-1313', 2.0)","('SSN-58', 2.0)","('SSN-391', 2.0)","('SSN-333', 2.0)","('SSN-1488', 2.0)","('SSN-2224', 2.0)"
SSN-79,"('SSN-2256', 2.0)","('SSN-3239', 2.0)","('SSN-1366', 2.0)","('SSN-864', 2.0)","('SSN-1078', 2.0)","('SSN-2471', 2.0)","('SSN-1131', 2.0)","('SSN-1735', 2.0)","('SSN-698', 2.0)","('SSN-945', 2.0)"
SSN-80,"('SSN-2830', 1.41)","('SSN-3116', 1.41)","('SSN-1213', 2.0)","('SSN-2813', 2.0)","('SSN-1205', 2.0)","('SSN-1734', 2.0)","('SSN-820', 2.0)","('SSN-2222', 2.0)","('SSN-2174', 2.0)","('SSN-2303', 2.0)"
SSN-81,"('SSN-1635', 1.41)","('SSN-1010', 2.0)","('SSN-561', 2.0)","('SSN-2452', 2.0)","('SSN-3390', 2.0)","('SSN-1261', 2.0)","('SSN-2656', 2.0)","('SSN-670', 2.0)","('SSN-3032', 2.0)","('SSN-1864', 2.0)"
SSN-82,"('SSN-1110', 1.41)","('SSN-2171', 1.41)","('SSN-889', 2.0)","('SSN-3014', 2.0)","('SSN-2294', 2.0)","('SSN-1386', 2.0)","('SSN-635', 2.0)","('SSN-2089', 2.0)","('SSN-2888', 2.0)","('SSN-1038', 2.0)"
SSN-83,"('SSN-1358', 1.41)","('SSN-3392', 1.41)","('SSN-103', 1.41)","('SSN-2564', 2.0)","('SSN-1057', 2.0)","('SSN-3387', 2.0)","('SSN-220', 2.0)","('SSN-2371', 2.0)","('SSN-2499', 2.0)","('SSN-1393', 2.0)"
SSN-84,"('SSN-1532', 1.41)","('SSN-3427', 1.41)","('SSN-1721', 2.0)","('SSN-1667', 2.0)","('SSN-1249', 2.0)","('SSN-2412', 2.0)","('SSN-1869', 2.0)","('SSN-2527', 2.0)","('SSN-1992', 2.0)","('SSN-1490', 2.0)"
SSN-85,"('SSN-933', 1.41)","('SSN-3463', 1.41)","('SSN-3356', 2.0)","('SSN-1973', 2.0)","('SSN-1326', 2.0)","('SSN-2391', 2.0)","('SSN-308', 2.0)","('SSN-297', 2.0)","('SSN-2253', 2.0)","('SSN-1277', 2.0)"
SSN-86,"('SSN-2577', 1.41)","('SSN-1471', 1.41)","('SSN-3118', 1.41)","('SSN-2859', 2.0)","('SSN-240', 2.0)","('SSN-1599', 2.0)","('SSN-3021', 2.0)","('SSN-819', 2.0)","('SSN-2888', 2.0)","('SSN-3443', 2.0)"
SSN-87,"('SSN-898', 1.41)","('SSN-2975', 1.41)","('SSN-2596', 1.41)","('SSN-909', 2.0)","('SSN-2082', 2.0)","('SSN-2240', 2.0)","('SSN-237', 2.0)","('SSN-1389', 2.0)","('SSN-1108', 2.0)","('SSN-1289', 2.0)"
SSN-88,"('SSN-3361', 1.41)","('SSN-2754', 1.41)","('SSN-2678', 1.41)","('SSN-1931', 1.41)","('SSN-115', 2.0)","('SSN-452', 2.0)","('SSN-1166', 2.0)","('SSN-77', 2.0)","('SSN-1895', 2.0)","('SSN-1815', 2.0)"
SSN-89,"('SSN-165', 1.41)","('SSN-56', 1.41)","('SSN-382', 2.0)","('SSN-179', 2.0)","('SSN-2176', 2.0)","('SSN-3047', 2.0)","('SSN-3404', 2.0)","('SSN-1651', 2.0)","('SSN-2264', 2.0)","('SSN-815', 2.0)"
SSN-90,"('SSN-1650', 1.41)","('SSN-3421', 1.41)","('SSN-2666', 2.0)","('SSN-3218', 2.0)","('SSN-737', 2.0)","('SSN-735', 2.0)","('SSN-2105', 2.0)","('SSN-2428', 2.0)","('SSN-1403', 2.0)","('SSN-1204', 2.0)"
SSN-91,"('SSN-1168', 1.41)","('SSN-2911', 1.41)","('SSN-1578', 1.41)","('SSN-2801', 2.0)","('SSN-1738', 2.0)","('SSN-655', 2.0)","('SSN-2446', 2.0)","('SSN-448', 2.0)","('SSN-2399', 2.0)","('SSN-3340', 2.0)"
SSN-92,"('SSN-3423', 1.41)","('SSN-2074', 1.41)","('SSN-3327', 1.41)","('SSN-3091', 1.41)","('SSN-1111', 1.41)","('SSN-209', 1.41)","('SSN-2733', 1.41)","('SSN-1076', 2.0)","('SSN-2585', 2.0)","('SSN-821', 2.0)"
SSN-93,"('SSN-3426', 1.41)","('SSN-131', 1.41)","('SSN-2724', 2.0)","('SSN-1882', 2.0)","('SSN-1568', 2.0)","('SSN-1856', 2.0)","('SSN-128', 2.0)","('SSN-1558', 2.0)","('SSN-3367', 2.0)","('SSN-1115', 2.0)"
SSN-94,"('SSN-1247', 1.41)","('SSN-1998', 1.41)","('SSN-2147', 1.41)","('SSN-3127', 2.0)","('SSN-2172', 2.0)","('SSN-68', 2.0)","('SSN-618', 2.0)","('SSN-1609', 2.0)","('SSN-452', 2.0)","('SSN-2631', 2.0)"
SSN-95,"('SSN-754', 1.41)","('SSN-3278', 1.41)","('SSN-2931', 2.0)","('SSN-3376', 2.0)","('SSN-1779', 2.0)","('SSN-2846', 2.0)","('SSN-3422', 2.0)","('SSN-1973', 2.0)","('SSN-345', 2.0)","('SSN-949', 2.0)"
