,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6,Neighbor7,Neighbor8,Neighbor9,Neighbor10
Voter-ID-16,"('Voter-ID-2343', 2.45)","('Voter-ID-3689', 2.45)","('Voter-ID-1372', 2.45)","('Voter-ID-3573', 2.83)","('Voter-ID-3680', 2.83)","('Voter-ID-2073', 2.83)","('Voter-ID-330', 2.83)","('Voter-ID-1196', 2.83)","('Voter-ID-1910', 2.83)","('Voter-ID-1588', 2.83)"
Voter-ID-17,"('Voter-ID-3325', 2.45)","('Voter-ID-2055', 2.83)","('Voter-ID-478', 2.83)","('Voter-ID-2100', 2.83)","('Voter-ID-4211', 3.16)","('Voter-ID-1938', 3.16)","('Voter-ID-3718', 3.16)","('Voter-ID-1134', 3.16)","('Voter-ID-2569', 3.16)","('Voter-ID-3027', 3.16)"
Voter-ID-18,"('Voter-ID-2531', 3.16)","('Voter-ID-2686', 3.16)","('Voter-ID-179', 3.46)","('Voter-ID-715', 3.46)","('Voter-ID-205', 3.46)","('Voter-ID-337', 3.46)","('Voter-ID-2514', 3.46)","('Voter-ID-3589', 3.46)","('Voter-ID-4251', 3.46)","('Voter-ID-2697', 3.46)"
Voter-ID-19,"('Voter-ID-2270', 2.0)","('Voter-ID-3909', 2.0)","('Voter-ID-511', 2.45)","('Voter-ID-839', 2.45)","('Voter-ID-635', 2.45)","('Voter-ID-632', 2.45)","('Voter-ID-3927', 2.83)","('Voter-ID-1608', 2.83)","('Voter-ID-2333', 2.83)","('Voter-ID-2055', 2.83)"
Voter-ID-20,"('Voter-ID-3414', 2.45)","('Voter-ID-2368', 2.83)","('Voter-ID-3451', 2.83)","('Voter-ID-2205', 2.83)","('Voter-ID-1143', 2.83)","('Voter-ID-1568', 2.83)","('Voter-ID-3638', 2.83)","('Voter-ID-2237', 2.83)","('Voter-ID-2578', 2.83)","('Voter-ID-3323', 3.16)"
Voter-ID-21,"('Voter-ID-1536', 2.83)","('Voter-ID-380', 3.16)","('Voter-ID-3956', 3.16)","('Voter-ID-977', 3.16)","('Voter-ID-2624', 3.16)","('Voter-ID-2138', 3.16)","('Voter-ID-2753', 3.16)","('Voter-ID-1229', 3.16)","('Voter-ID-2190', 3.46)","('Voter-ID-105', 3.46)"
Voter-ID-22,"('Voter-ID-4069', 2.83)","('Voter-ID-434', 2.83)","('Voter-ID-4319', 3.16)","('Voter-ID-2899', 3.16)","('Voter-ID-2720', 3.16)","('Voter-ID-1925', 3.16)","('Voter-ID-2422', 3.16)","('Voter-ID-761', 3.16)","('Voter-ID-110', 3.16)","('Voter-ID-3216', 3.16)"
Voter-ID-23,"('Voter-ID-1707', 2.83)","('Voter-ID-1106', 3.16)","('Voter-ID-1349', 3.16)","('Voter-ID-4084', 3.16)","('Voter-ID-3746', 3.16)","('Voter-ID-1451', 3.16)","('Voter-ID-362', 3.16)","('Voter-ID-2848', 3.16)","('Voter-ID-1221', 3.16)","('Voter-ID-2898', 3.16)"
Voter-ID-24,"('Voter-ID-1647', 2.45)","('Voter-ID-1562', 2.83)","('Voter-ID-3315', 2.83)","('Voter-ID-1319', 2.83)","('Voter-ID-2108', 3.16)","('Voter-ID-784', 3.16)","('Voter-ID-3817', 3.16)","('Voter-ID-3515', 3.16)","('Voter-ID-4195', 3.16)","('Voter-ID-776', 3.16)"
Voter-ID-25,"('Voter-ID-2011', 2.45)","('Voter-ID-3976', 2.83)","('Voter-ID-685', 2.83)","('Voter-ID-2270', 3.16)","('Voter-ID-169', 3.16)","('Voter-ID-4027', 3.16)","('Voter-ID-839', 3.16)","('Voter-ID-4230', 3.16)","('Voter-ID-19', 3.16)","('Voter-ID-2288', 3.16)"
Voter-ID-26,"('Voter-ID-523', 2.83)","('Voter-ID-2750', 2.83)","('Voter-ID-3756', 2.83)","('Voter-ID-2179', 2.83)","('Voter-ID-985', 3.16)","('Voter-ID-1286', 3.16)","('Voter-ID-777', 3.16)","('Voter-ID-3289', 3.16)","('Voter-ID-1000', 3.16)","('Voter-ID-2640', 3.16)"
Voter-ID-27,"('Voter-ID-3789', 2.83)","('Voter-ID-206', 2.83)","('Voter-ID-1692', 2.83)","('Voter-ID-2260', 2.83)","('Voter-ID-3429', 3.16)","('Voter-ID-1830', 3.16)","('Voter-ID-1078', 3.16)","('Voter-ID-2236', 3.16)","('Voter-ID-2881', 3.16)","('Voter-ID-693', 3.16)"
Voter-ID-28,"('Voter-ID-1389', 2.45)","('Voter-ID-2592', 2.83)","('Voter-ID-3638', 2.83)","('Voter-ID-2547', 2.83)","('Voter-ID-3111', 2.83)","('Voter-ID-3048', 2.83)","('Voter-ID-2631', 2.83)","('Voter-ID-2613', 3.16)","('Voter-ID-849', 3.16)","('Voter-ID-3873', 3.16)"
Voter-ID-29,"('Voter-ID-4131', 3.16)","('Voter-ID-1524', 3.16)","('Voter-ID-626', 3.16)","('Voter-ID-4070', 3.16)","('Voter-ID-4229', 3.46)","('Voter-ID-3350', 3.46)","('Voter-ID-3846', 3.46)","('Voter-ID-2617', 3.46)","('Voter-ID-3300', 3.46)","('Voter-ID-228', 3.46)"
Voter-ID-30,"('Voter-ID-741', 2.0)","('Voter-ID-1460', 2.45)","('Voter-ID-3901', 2.45)","('Voter-ID-2405', 2.45)","('Voter-ID-112', 2.83)","('Voter-ID-2331', 2.83)","('Voter-ID-3627', 2.83)","('Voter-ID-2244', 2.83)","('Voter-ID-2497', 2.83)","('Voter-ID-3174', 2.83)"
Voter-ID-31,"('Voter-ID-3053', 3.16)","('Voter-ID-3230', 3.16)","('Voter-ID-3060', 3.46)","('Voter-ID-2147', 3.46)","('Voter-ID-1666', 3.46)","('Voter-ID-3943', 3.46)","('Voter-ID-4048', 3.74)","('Voter-ID-4013', 3.74)","('Voter-ID-3083', 3.74)","('Voter-ID-1646', 3.74)"
Voter-ID-32,"('Voter-ID-3397', 2.45)","('Voter-ID-3334', 2.45)","('Voter-ID-2512', 2.45)","('Voter-ID-2454', 2.45)","('Voter-ID-2972', 2.83)","('Voter-ID-2450', 2.83)","('Voter-ID-651', 2.83)","('Voter-ID-183', 2.83)","('Voter-ID-2751', 2.83)","('Voter-ID-4298', 2.83)"
Voter-ID-33,"('Voter-ID-4169', 2.83)","('Voter-ID-1985', 3.16)","('Voter-ID-2593', 3.16)","('Voter-ID-918', 3.16)","('Voter-ID-644', 3.16)","('Voter-ID-562', 3.16)","('Voter-ID-3439', 3.16)","('Voter-ID-178', 3.16)","('Voter-ID-680', 3.46)","('Voter-ID-2566', 3.46)"
Voter-ID-34,"('Voter-ID-648', 2.0)","('Voter-ID-4203', 2.0)","('Voter-ID-2880', 2.45)","('Voter-ID-3482', 2.45)","('Voter-ID-2784', 2.45)","('Voter-ID-1393', 2.83)","('Voter-ID-1224', 2.83)","('Voter-ID-3920', 2.83)","('Voter-ID-1046', 2.83)","('Voter-ID-302', 2.83)"
Voter-ID-35,"('Voter-ID-3104', 2.45)","('Voter-ID-2830', 2.83)","('Voter-ID-1272', 2.83)","('Voter-ID-1563', 2.83)","('Voter-ID-718', 2.83)","('Voter-ID-315', 2.83)","('Voter-ID-3427', 2.83)","('Voter-ID-3307', 2.83)","('Voter-ID-3528', 3.16)","('Voter-ID-1894', 3.16)"
Voter-ID-36,"('Voter-ID-437', 2.83)","('Voter-ID-690', 3.16)","('Voter-ID-2803', 3.16)","('Voter-ID-2423', 3.16)","('Voter-ID-1114', 3.16)","('Voter-ID-1335', 3.16)","('Voter-ID-822', 3.16)","('Voter-ID-2246', 3.16)","('Voter-ID-1550', 3.16)","('Voter-ID-2840', 3.16)"
Voter-ID-37,"('Voter-ID-4188', 3.16)","('Voter-ID-2655', 3.16)","('Voter-ID-2125', 3.46)","('Voter-ID-1194', 3.46)","('Voter-ID-1586', 3.46)","('Voter-ID-3936', 3.46)","('Voter-ID-1797', 3.46)","('Voter-ID-2263', 3.46)","('Voter-ID-3710', 3.46)","('Voter-ID-4062', 3.46)"
Voter-ID-38,"('Voter-ID-2373', 3.46)","('Voter-ID-397', 3.46)","('Voter-ID-1383', 3.46)","('Voter-ID-3678', 3.74)","('Voter-ID-3554', 3.74)","('Voter-ID-2584', 3.74)","('Voter-ID-1908', 3.74)","('Voter-ID-2447', 3.74)","('Voter-ID-3234', 4.0)","('Voter-ID-2000', 4.0)"
Voter-ID-39,"('Voter-ID-4062', 3.16)","('Voter-ID-2526', 3.16)","('Voter-ID-483', 3.46)","('Voter-ID-1005', 3.46)","('Voter-ID-2024', 3.46)","('Voter-ID-2594', 3.46)","('Voter-ID-362', 3.46)","('Voter-ID-3379', 3.46)","('Voter-ID-603', 3.46)","('Voter-ID-3057', 3.46)"
Voter-ID-40,"('Voter-ID-955', 2.0)","('Voter-ID-1872', 2.45)","('Voter-ID-1525', 2.45)","('Voter-ID-151', 2.83)","('Voter-ID-1078', 2.83)","('Voter-ID-1597', 2.83)","('Voter-ID-537', 2.83)","('Voter-ID-678', 2.83)","('Voter-ID-2606', 3.16)","('Voter-ID-2260', 3.16)"
Voter-ID-41,"('Voter-ID-1125', 2.83)","('Voter-ID-3177', 2.83)","('Voter-ID-1215', 2.83)","('Voter-ID-1944', 2.83)","('Voter-ID-793', 2.83)","('Voter-ID-1276', 3.16)","('Voter-ID-408', 3.16)","('Voter-ID-254', 3.16)","('Voter-ID-1196', 3.16)","('Voter-ID-2168', 3.16)"
Voter-ID-42,"('Voter-ID-1684', 3.16)","('Voter-ID-1675', 3.16)","('Voter-ID-851', 3.16)","('Voter-ID-209', 3.16)","('Voter-ID-2286', 3.16)","('Voter-ID-2997', 3.16)","('Voter-ID-3286', 3.16)","('Voter-ID-3319', 3.46)","('Voter-ID-3302', 3.46)","('Voter-ID-2806', 3.46)"
Voter-ID-43,"('Voter-ID-3126', 3.16)","('Voter-ID-4087', 3.16)","('Voter-ID-79', 3.16)","('Voter-ID-3431', 3.16)","('Voter-ID-3396', 3.16)","('Voter-ID-2564', 3.16)","('Voter-ID-3034', 3.46)","('Voter-ID-3198', 3.46)","('Voter-ID-2751', 3.46)","('Voter-ID-2683', 3.46)"
Voter-ID-44,"('Voter-ID-637', 3.16)","('Voter-ID-856', 3.46)","('Voter-ID-2724', 3.46)","('Voter-ID-2482', 3.46)","('Voter-ID-3409', 3.74)","('Voter-ID-3780', 3.74)","('Voter-ID-2144', 3.74)","('Voter-ID-1164', 3.74)","('Voter-ID-3873', 3.74)","('Voter-ID-3316', 3.74)"
Voter-ID-45,"('Voter-ID-842', 2.83)","('Voter-ID-2553', 2.83)","('Voter-ID-1806', 3.16)","('Voter-ID-4284', 3.16)","('Voter-ID-1643', 3.16)","('Voter-ID-2441', 3.16)","('Voter-ID-1285', 3.16)","('Voter-ID-1947', 3.16)","('Voter-ID-589', 3.16)","('Voter-ID-3040', 3.16)"
Voter-ID-46,"('Voter-ID-2797', 2.45)","('Voter-ID-241', 2.45)","('Voter-ID-3149', 2.45)","('Voter-ID-3129', 2.83)","('Voter-ID-3072', 2.83)","('Voter-ID-1171', 2.83)","('Voter-ID-3350', 2.83)","('Voter-ID-4', 2.83)","('Voter-ID-1880', 2.83)","('Voter-ID-2116', 3.16)"
Voter-ID-47,"('Voter-ID-4104', 2.0)","('Voter-ID-3209', 2.45)","('Voter-ID-1363', 2.83)","('Voter-ID-4140', 2.83)","('Voter-ID-1778', 2.83)","('Voter-ID-231', 2.83)","('Voter-ID-2805', 3.16)","('Voter-ID-1823', 3.16)","('Voter-ID-2562', 3.16)","('Voter-ID-1288', 3.16)"
Voter-ID-48,"('Voter-ID-1636', 2.83)","('Voter-ID-3888', 2.83)","('Voter-ID-1096', 2.83)","('Voter-ID-794', 2.83)","('Voter-ID-823', 2.83)","('Voter-ID-2339', 2.83)","('Voter-ID-1932', 2.83)","('Voter-ID-1712', 2.83)","('Voter-ID-2198', 2.83)","('Voter-ID-2519', 2.83)"
Voter-ID-49,"('Voter-ID-1053', 2.45)","('Voter-ID-1033', 2.83)","('Voter-ID-1221', 2.83)","('Voter-ID-574', 2.83)","('Voter-ID-112', 2.83)","('Voter-ID-4103', 2.83)","('Voter-ID-498', 3.16)","('Voter-ID-3604', 3.16)","('Voter-ID-3965', 3.16)","('Voter-ID-3449', 3.16)"
Voter-ID-50,"('Voter-ID-2259', 2.0)","('Voter-ID-3771', 3.16)","('Voter-ID-582', 3.16)","('Voter-ID-3749', 3.16)","('Voter-ID-2402', 3.16)","('Voter-ID-2556', 3.16)","('Voter-ID-561', 3.16)","('Voter-ID-1553', 3.16)","('Voter-ID-462', 3.46)","('Voter-ID-1264', 3.46)"
Voter-ID-51,"('Voter-ID-1673', 2.45)","('Voter-ID-152', 2.83)","('Voter-ID-3388', 2.83)","('Voter-ID-1530', 2.83)","('Voter-ID-106', 3.16)","('Voter-ID-345', 3.16)","('Voter-ID-2915', 3.16)","('Voter-ID-2815', 3.16)","('Voter-ID-391', 3.16)","('Voter-ID-3042', 3.16)"
Voter-ID-52,"('Voter-ID-3101', 2.83)","('Voter-ID-2642', 3.16)","('Voter-ID-327', 3.16)","('Voter-ID-3762', 3.46)","('Voter-ID-3575', 3.46)","('Voter-ID-2990', 3.46)","('Voter-ID-4042', 3.46)","('Voter-ID-3115', 3.46)","('Voter-ID-4135', 3.46)","('Voter-ID-1422', 3.46)"
Voter-ID-53,"('Voter-ID-1011', 2.45)","('Voter-ID-1801', 2.45)","('Voter-ID-3674', 2.45)","('Voter-ID-1795', 2.45)","('Voter-ID-2462', 2.83)","('Voter-ID-3143', 2.83)","('Voter-ID-2432', 2.83)","('Voter-ID-2358', 2.83)","('Voter-ID-546', 2.83)","('Voter-ID-1519', 2.83)"
Voter-ID-54,"('Voter-ID-1208', 3.16)","('Voter-ID-2257', 3.46)","('Voter-ID-3681', 3.46)","('Voter-ID-3841', 3.46)","('Voter-ID-2833', 3.46)","('Voter-ID-1313', 3.46)","('Voter-ID-4295', 3.46)","('Voter-ID-3038', 3.46)","('Voter-ID-1642', 3.46)","('Voter-ID-3433', 3.46)"
Voter-ID-55,"('Voter-ID-4075', 2.83)","('Voter-ID-2234', 2.83)","('Voter-ID-1667', 2.83)","('Voter-ID-3601', 3.16)","('Voter-ID-1206', 3.16)","('Voter-ID-3000', 3.16)","('Voter-ID-2200', 3.16)","('Voter-ID-250', 3.16)","('Voter-ID-3840', 3.16)","('Voter-ID-1556', 3.16)"
Voter-ID-56,"('Voter-ID-2237', 2.83)","('Voter-ID-1888', 3.16)","('Voter-ID-3482', 3.16)","('Voter-ID-3109', 3.16)","('Voter-ID-4306', 3.46)","('Voter-ID-3968', 3.46)","('Voter-ID-1333', 3.46)","('Voter-ID-3284', 3.46)","('Voter-ID-3861', 3.46)","('Voter-ID-699', 3.46)"
Voter-ID-57,"('Voter-ID-3872', 2.45)","('Voter-ID-4007', 2.83)","('Voter-ID-810', 2.83)","('Voter-ID-2597', 2.83)","('Voter-ID-1647', 2.83)","('Voter-ID-235', 3.16)","('Voter-ID-1292', 3.16)","('Voter-ID-4204', 3.16)","('Voter-ID-1176', 3.16)","('Voter-ID-3301', 3.16)"
Voter-ID-58,"('Voter-ID-2081', 2.83)","('Voter-ID-3881', 2.83)","('Voter-ID-2046', 2.83)","('Voter-ID-2979', 3.16)","('Voter-ID-558', 3.16)","('Voter-ID-678', 3.16)","('Voter-ID-2101', 3.16)","('Voter-ID-4087', 3.16)","('Voter-ID-2814', 3.16)","('Voter-ID-4294', 3.16)"
Voter-ID-59,"('Voter-ID-245', 2.45)","('Voter-ID-1694', 2.45)","('Voter-ID-893', 2.45)","('Voter-ID-1479', 2.83)","('Voter-ID-4113', 2.83)","('Voter-ID-481', 2.83)","('Voter-ID-1072', 2.83)","('Voter-ID-73', 2.83)","('Voter-ID-3443', 2.83)","('Voter-ID-251', 2.83)"
Voter-ID-60,"('Voter-ID-1974', 1.41)","('Voter-ID-1716', 3.16)","('Voter-ID-1348', 3.46)","('Voter-ID-640', 3.46)","('Voter-ID-3491', 3.46)","('Voter-ID-1479', 3.46)","('Voter-ID-2128', 3.46)","('Voter-ID-4182', 3.46)","('Voter-ID-3892', 3.74)","('Voter-ID-2034', 3.74)"
Voter-ID-61,"('Voter-ID-3055', 2.83)","('Voter-ID-414', 2.83)","('Voter-ID-648', 3.16)","('Voter-ID-2528', 3.16)","('Voter-ID-1301', 3.16)","('Voter-ID-1877', 3.16)","('Voter-ID-2429', 3.16)","('Voter-ID-14', 3.16)","('Voter-ID-2855', 3.16)","('Voter-ID-4320', 3.16)"
Voter-ID-62,"('Voter-ID-2878', 2.83)","('Voter-ID-3524', 3.16)","('Voter-ID-2651', 3.16)","('Voter-ID-1707', 3.16)","('Voter-ID-362', 3.16)","('Voter-ID-3924', 3.16)","('Voter-ID-3830', 3.16)","('Voter-ID-2103', 3.16)","('Voter-ID-1840', 3.16)","('Voter-ID-3692', 3.16)"
Voter-ID-63,"('Voter-ID-1078', 2.83)","('Voter-ID-537', 2.83)","('Voter-ID-2873', 3.16)","('Voter-ID-3884', 3.46)","('Voter-ID-1516', 3.46)","('Voter-ID-89', 3.46)","('Voter-ID-578', 3.46)","('Voter-ID-3964', 3.46)","('Voter-ID-2063', 3.46)","('Voter-ID-4018', 3.74)"
Voter-ID-64,"('Voter-ID-231', 2.83)","('Voter-ID-1308', 2.83)","('Voter-ID-4313', 2.83)","('Voter-ID-3094', 3.16)","('Voter-ID-4320', 3.16)","('Voter-ID-1000', 3.16)","('Voter-ID-1183', 3.16)","('Voter-ID-1197', 3.16)","('Voter-ID-2406', 3.16)","('Voter-ID-2137', 3.16)"
Voter-ID-65,"('Voter-ID-995', 2.0)","('Voter-ID-3497', 2.45)","('Voter-ID-949', 2.83)","('Voter-ID-4309', 2.83)","('Voter-ID-2328', 2.83)","('Voter-ID-412', 2.83)","('Voter-ID-229', 2.83)","('Voter-ID-376', 2.83)","('Voter-ID-175', 2.83)","('Voter-ID-181', 3.16)"
Voter-ID-66,"('Voter-ID-784', 2.45)","('Voter-ID-1743', 2.83)","('Voter-ID-4089', 2.83)","('Voter-ID-4080', 2.83)","('Voter-ID-2569', 3.16)","('Voter-ID-4229', 3.16)","('Voter-ID-4273', 3.16)","('Voter-ID-2765', 3.16)","('Voter-ID-2713', 3.16)","('Voter-ID-1080', 3.16)"
Voter-ID-67,"('Voter-ID-3307', 2.83)","('Voter-ID-2821', 2.83)","('Voter-ID-3632', 2.83)","('Voter-ID-3022', 2.83)","('Voter-ID-2545', 2.83)","('Voter-ID-1900', 2.83)","('Voter-ID-2195', 2.83)","('Voter-ID-1062', 2.83)","('Voter-ID-2359', 3.16)","('Voter-ID-3929', 3.16)"
Voter-ID-68,"('Voter-ID-3228', 2.45)","('Voter-ID-783', 2.83)","('Voter-ID-2657', 2.83)","('Voter-ID-3469', 2.83)","('Voter-ID-2487', 2.83)","('Voter-ID-954', 3.16)","('Voter-ID-3401', 3.16)","('Voter-ID-3875', 3.16)","('Voter-ID-2531', 3.16)","('Voter-ID-2442', 3.16)"
Voter-ID-69,"('Voter-ID-4248', 2.83)","('Voter-ID-1206', 2.83)","('Voter-ID-934', 2.83)","('Voter-ID-2989', 2.83)","('Voter-ID-4141', 2.83)","('Voter-ID-547', 3.16)","('Voter-ID-1197', 3.16)","('Voter-ID-239', 3.16)","('Voter-ID-1216', 3.16)","('Voter-ID-3453', 3.16)"
Voter-ID-70,"('Voter-ID-4282', 3.16)","('Voter-ID-3709', 3.46)","('Voter-ID-2391', 3.46)","('Voter-ID-3542', 3.74)","('Voter-ID-2363', 3.74)","('Voter-ID-4154', 3.74)","('Voter-ID-1414', 3.74)","('Voter-ID-2351', 3.74)","('Voter-ID-703', 3.74)","('Voter-ID-2413', 3.74)"
Voter-ID-71,"('Voter-ID-1977', 2.45)","('Voter-ID-4098', 2.45)","('Voter-ID-737', 2.83)","('Voter-ID-1874', 3.16)","('Voter-ID-1698', 3.16)","('Voter-ID-915', 3.16)","('Voter-ID-4286', 3.16)","('Voter-ID-1912', 3.46)","('Voter-ID-1328', 3.46)","('Voter-ID-1493', 3.46)"
Voter-ID-72,"('Voter-ID-2554', 3.16)","('Voter-ID-4128', 3.16)","('Voter-ID-2910', 3.16)","('Voter-ID-3260', 3.16)","('Voter-ID-4061', 3.46)","('Voter-ID-974', 3.46)","('Voter-ID-1267', 3.46)","('Voter-ID-1414', 3.46)","('Voter-ID-743', 3.46)","('Voter-ID-1065', 3.46)"
Voter-ID-73,"('Voter-ID-251', 2.83)","('Voter-ID-681', 2.83)","('Voter-ID-59', 2.83)","('Voter-ID-1968', 3.16)","('Voter-ID-3491', 3.16)","('Voter-ID-2938', 3.16)","('Voter-ID-1247', 3.16)","('Voter-ID-245', 3.16)","('Voter-ID-100', 3.16)","('Voter-ID-3436', 3.46)"
Voter-ID-74,"('Voter-ID-1858', 2.83)","('Voter-ID-2044', 2.83)","('Voter-ID-2413', 3.16)","('Voter-ID-592', 3.46)","('Voter-ID-1567', 3.46)","('Voter-ID-2598', 3.46)","('Voter-ID-752', 3.46)","('Voter-ID-3813', 3.46)","('Voter-ID-1716', 3.46)","('Voter-ID-644', 3.46)"
Voter-ID-75,"('Voter-ID-536', 3.16)","('Voter-ID-1684', 3.16)","('Voter-ID-694', 3.16)","('Voter-ID-1955', 3.16)","('Voter-ID-3384', 3.16)","('Voter-ID-1755', 3.46)","('Voter-ID-3679', 3.46)","('Voter-ID-2300', 3.46)","('Voter-ID-1521', 3.46)","('Voter-ID-515', 3.46)"
Voter-ID-76,"('Voter-ID-1107', 2.45)","('Voter-ID-1625', 2.83)","('Voter-ID-2783', 2.83)","('Voter-ID-3026', 2.83)","('Voter-ID-2227', 3.16)","('Voter-ID-2318', 3.16)","('Voter-ID-2637', 3.16)","('Voter-ID-922', 3.16)","('Voter-ID-2639', 3.16)","('Voter-ID-4247', 3.16)"
Voter-ID-77,"('Voter-ID-3001', 2.83)","('Voter-ID-2535', 2.83)","('Voter-ID-1181', 2.83)","('Voter-ID-3228', 2.83)","('Voter-ID-2657', 3.16)","('Voter-ID-1845', 3.16)","('Voter-ID-3245', 3.16)","('Voter-ID-68', 3.16)","('Voter-ID-3535', 3.16)","('Voter-ID-2567', 3.16)"
