,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6,Neighbor7,Neighbor8,Neighbor9,Neighbor10
County-28,"('County-9', 3.16)","('County-30', 3.46)","('County-32', 3.46)","('County-19', 3.74)","('County-29', 4.0)","('County-41', 4.24)","('County-24', 4.24)","('County-15', 4.24)","('County-34', 4.24)","('County-11', 4.24)"
County-29,"('County-24', 3.16)","('County-19', 3.46)","('County-10', 3.74)","('County-33', 3.74)","('County-15', 3.74)","('County-35', 3.74)","('County-14', 3.74)","('County-37', 3.74)","('County-41', 3.74)","('County-38', 3.74)"
County-30,"('County-28', 3.46)","('County-9', 3.74)","('County-41', 3.74)","('County-19', 3.74)","('County-1', 4.0)","('County-24', 4.0)","('County-29', 4.0)","('County-13', 4.24)","('County-34', 4.24)","('County-37', 4.24)"
County-31,"('County-27', 2.83)","('County-16', 3.74)","('County-34', 3.74)","('County-35', 4.24)","('County-29', 4.24)","('County-14', 4.24)","('County-24', 4.24)","('County-6', 4.24)","('County-38', 4.24)","('County-30', 4.47)"
County-32,"('County-28', 3.46)","('County-9', 3.46)","('County-30', 4.24)","('County-19', 4.24)","('County-41', 4.47)","('County-6', 4.47)","('County-34', 4.47)","('County-26', 4.47)","('County-23', 4.69)","('County-1', 4.69)"
County-33,"('County-14', 2.83)","('County-34', 3.16)","('County-10', 3.46)","('County-15', 3.46)","('County-35', 3.46)","('County-16', 3.74)","('County-29', 3.74)","('County-9', 3.74)","('County-19', 3.74)","('County-8', 3.74)"
County-34,"('County-16', 2.0)","('County-14', 2.83)","('County-33', 3.16)","('County-27', 3.16)","('County-6', 3.16)","('County-35', 3.46)","('County-19', 3.46)","('County-31', 3.74)","('County-15', 3.74)","('County-17', 3.74)"
County-35,"('County-16', 3.46)","('County-33', 3.46)","('County-34', 3.46)","('County-14', 3.74)","('County-27', 3.74)","('County-29', 3.74)","('County-8', 4.0)","('County-36', 4.0)","('County-24', 4.0)","('County-19', 4.0)"
County-36,"('County-14', 3.74)","('County-33', 3.74)","('County-35', 4.0)","('County-20', 4.24)","('County-15', 4.24)","('County-34', 4.24)","('County-19', 4.47)","('County-23', 4.47)","('County-16', 4.47)","('County-2', 4.47)"
County-37,"('County-19', 2.83)","('County-24', 3.16)","('County-3', 3.74)","('County-15', 3.74)","('County-29', 3.74)","('County-14', 3.74)","('County-13', 3.74)","('County-26', 4.0)","('County-1', 4.0)","('County-20', 4.0)"
County-38,"('County-17', 3.46)","('County-29', 3.74)","('County-34', 4.0)","('County-27', 4.0)","('County-14', 4.0)","('County-19', 4.24)","('County-30', 4.24)","('County-15', 4.24)","('County-31', 4.24)","('County-33', 4.24)"
County-39,"('County-19', 4.24)","('County-14', 4.24)","('County-35', 4.24)","('County-20', 4.24)","('County-33', 4.24)","('County-36', 4.47)","('County-18', 4.47)","('County-23', 4.47)","('County-29', 4.47)","('County-15', 4.69)"
County-40,"('County-2', 4.0)","('County-15', 4.0)","('County-8', 4.24)","('County-33', 4.47)","('County-10', 4.47)","('County-24', 4.47)","('County-37', 4.47)","('County-22', 4.47)","('County-39', 4.69)","('County-20', 4.69)"
County-41,"('County-19', 3.46)","('County-26', 3.46)","('County-1', 3.46)","('County-24', 3.74)","('County-30', 3.74)","('County-29', 3.74)","('County-13', 3.74)","('County-10', 3.74)","('County-14', 4.0)","('County-11', 4.0)"
County-42,"('County-21', 4.47)","('County-30', 4.47)","('County-6', 4.69)","('County-41', 4.69)","('County-34', 4.9)","('County-1', 4.9)","('County-13', 4.9)","('County-24', 4.9)","('County-5', 4.9)","('County-3', 4.9)"
County-43,"('County-24', 4.24)","('County-3', 4.47)","('County-15', 4.47)","('County-40', 4.69)","('County-6', 4.69)","('County-2', 4.69)","('County-34', 4.9)","('County-37', 4.9)","('County-19', 5.1)","('County-31', 5.1)"
