,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6,Neighbor7,Neighbor8,Neighbor9,Neighbor10
DL-16,"('DL-3429', 4.0)","('DL-2315', 4.0)","('DL-4059', 4.24)","('DL-1135', 4.24)","('DL-2326', 4.24)","('DL-3235', 4.24)","('DL-3845', 4.24)","('DL-1010', 4.24)","('DL-1386', 4.24)","('DL-3746', 4.24)"
DL-17,"('DL-2189', 3.74)","('DL-11', 3.74)","('DL-481', 4.0)","('DL-948', 4.0)","('DL-40', 4.0)","('DL-4236', 4.0)","('DL-1433', 4.0)","('DL-2484', 4.24)","('DL-2242', 4.24)","('DL-62', 4.24)"
DL-18,"('DL-2867', 3.74)","('DL-3392', 4.0)","('DL-4201', 4.0)","('DL-3919', 4.24)","('DL-1761', 4.24)","('DL-1500', 4.24)","('DL-3457', 4.24)","('DL-2561', 4.24)","('DL-1900', 4.24)","('DL-1155', 4.24)"
DL-19,"('DL-1477', 3.74)","('DL-1638', 4.0)","('DL-2548', 4.0)","('DL-2517', 4.0)","('DL-3453', 4.0)","('DL-2576', 4.0)","('DL-3195', 4.0)","('DL-2183', 4.24)","('DL-3876', 4.24)","('DL-3457', 4.24)"
DL-20,"('DL-2913', 3.16)","('DL-1756', 3.74)","('DL-3305', 3.74)","('DL-1281', 3.74)","('DL-3087', 3.74)","('DL-2651', 3.74)","('DL-134', 4.0)","('DL-2930', 4.0)","('DL-2929', 4.0)","('DL-2463', 4.0)"
DL-21,"('DL-4295', 4.0)","('DL-1274', 4.0)","('DL-3228', 4.24)","('DL-2966', 4.24)","('DL-1629', 4.24)","('DL-1874', 4.24)","('DL-4115', 4.24)","('DL-3543', 4.24)","('DL-3695', 4.24)","('DL-1656', 4.24)"
DL-22,"('DL-702', 3.46)","('DL-417', 4.0)","('DL-652', 4.0)","('DL-1247', 4.24)","('DL-849', 4.24)","('DL-2286', 4.24)","('DL-3631', 4.47)","('DL-4212', 4.47)","('DL-1695', 4.47)","('DL-494', 4.47)"
DL-23,"('DL-13', 3.46)","('DL-3537', 4.0)","('DL-3357', 4.0)","('DL-2385', 4.0)","('DL-3806', 4.0)","('DL-4188', 4.0)","('DL-4038', 4.0)","('DL-1344', 4.0)","('DL-3364', 4.0)","('DL-1721', 4.24)"
DL-24,"('DL-1896', 3.74)","('DL-3920', 4.0)","('DL-210', 4.0)","('DL-2626', 4.0)","('DL-2724', 4.0)","('DL-34', 4.24)","('DL-2056', 4.24)","('DL-2884', 4.24)","('DL-1378', 4.24)","('DL-1083', 4.24)"
DL-25,"('DL-2016', 3.46)","('DL-1882', 3.46)","('DL-820', 3.74)","('DL-1024', 3.74)","('DL-2456', 3.74)","('DL-4042', 3.74)","('DL-3828', 3.74)","('DL-3073', 4.0)","('DL-2841', 4.0)","('DL-930', 4.0)"
DL-26,"('DL-2795', 3.74)","('DL-303', 3.74)","('DL-1544', 3.74)","('DL-353', 4.0)","('DL-3944', 4.0)","('DL-69', 4.0)","('DL-3136', 4.0)","('DL-725', 4.24)","('DL-2100', 4.24)","('DL-4319', 4.24)"
DL-27,"('DL-1416', 3.74)","('DL-2781', 3.74)","('DL-2616', 3.74)","('DL-4100', 4.0)","('DL-637', 4.0)","('DL-1251', 4.0)","('DL-2546', 4.0)","('DL-2842', 4.0)","('DL-2233', 4.0)","('DL-2611', 4.0)"
DL-28,"('DL-979', 4.0)","('DL-218', 4.0)","('DL-558', 4.24)","('DL-93', 4.24)","('DL-4010', 4.24)","('DL-3410', 4.24)","('DL-2074', 4.24)","('DL-4105', 4.24)","('DL-484', 4.24)","('DL-3976', 4.24)"
DL-29,"('DL-469', 4.0)","('DL-1675', 4.0)","('DL-4023', 4.0)","('DL-2256', 4.0)","('DL-3289', 4.0)","('DL-2452', 4.0)","('DL-2680', 4.24)","('DL-1518', 4.24)","('DL-1532', 4.24)","('DL-4285', 4.24)"
DL-30,"('DL-2095', 3.16)","('DL-4115', 3.16)","('DL-520', 3.16)","('DL-3543', 3.46)","('DL-2191', 3.46)","('DL-4038', 3.74)","('DL-132', 3.74)","('DL-2501', 3.74)","('DL-2273', 3.74)","('DL-502', 3.74)"
DL-31,"('DL-1919', 3.46)","('DL-2337', 3.74)","('DL-3242', 4.0)","('DL-3926', 4.0)","('DL-2200', 4.0)","('DL-2590', 4.0)","('DL-279', 4.0)","('DL-4089', 4.0)","('DL-242', 4.0)","('DL-2985', 4.24)"
DL-32,"('DL-1263', 2.83)","('DL-3861', 2.83)","('DL-3905', 3.16)","('DL-2109', 3.46)","('DL-3307', 3.46)","('DL-2883', 3.46)","('DL-1754', 3.46)","('DL-3480', 3.46)","('DL-3241', 3.46)","('DL-2659', 3.46)"
DL-33,"('DL-604', 3.16)","('DL-3513', 3.74)","('DL-1307', 3.74)","('DL-445', 3.74)","('DL-3650', 3.74)","('DL-906', 4.0)","('DL-2037', 4.0)","('DL-4315', 4.0)","('DL-2546', 4.0)","('DL-773', 4.0)"
DL-34,"('DL-2590', 3.46)","('DL-3197', 3.74)","('DL-2768', 3.74)","('DL-256', 3.74)","('DL-1803', 3.74)","('DL-1072', 3.74)","('DL-4258', 3.74)","('DL-3922', 3.74)","('DL-3239', 3.74)","('DL-1768', 3.74)"
DL-35,"('DL-3920', 2.45)","('DL-489', 3.46)","('DL-3147', 3.74)","('DL-915', 3.74)","('DL-3925', 4.0)","('DL-590', 4.0)","('DL-1100', 4.0)","('DL-1725', 4.0)","('DL-3039', 4.0)","('DL-2340', 4.0)"
DL-36,"('DL-1951', 4.0)","('DL-2845', 4.0)","('DL-1741', 4.0)","('DL-1093', 4.24)","('DL-3440', 4.24)","('DL-2254', 4.24)","('DL-17', 4.24)","('DL-3034', 4.24)","('DL-3741', 4.24)","('DL-832', 4.24)"
DL-37,"('DL-2685', 3.74)","('DL-188', 3.74)","('DL-1239', 4.0)","('DL-749', 4.0)","('DL-115', 4.0)","('DL-904', 4.0)","('DL-1730', 4.0)","('DL-3617', 4.0)","('DL-1668', 4.24)","('DL-3250', 4.24)"
DL-38,"('DL-2018', 3.74)","('DL-2102', 3.74)","('DL-95', 4.0)","('DL-1862', 4.0)","('DL-2082', 4.24)","('DL-476', 4.24)","('DL-763', 4.24)","('DL-839', 4.24)","('DL-79', 4.24)","('DL-1068', 4.24)"
DL-39,"('DL-1450', 3.46)","('DL-3593', 3.74)","('DL-3334', 3.74)","('DL-3841', 3.74)","('DL-1634', 3.74)","('DL-2568', 4.0)","('DL-2747', 4.0)","('DL-1148', 4.0)","('DL-2909', 4.0)","('DL-2082', 4.0)"
DL-40,"('DL-3446', 3.46)","('DL-2254', 3.74)","('DL-2540', 4.0)","('DL-3039', 4.0)","('DL-1433', 4.0)","('DL-2676', 4.0)","('DL-2712', 4.0)","('DL-2757', 4.0)","('DL-728', 4.0)","('DL-17', 4.0)"
DL-41,"('DL-1840', 3.46)","('DL-3688', 3.46)","('DL-2119', 3.74)","('DL-1780', 4.0)","('DL-804', 4.0)","('DL-4203', 4.0)","('DL-30', 4.0)","('DL-1282', 4.0)","('DL-1438', 4.0)","('DL-978', 4.0)"
DL-42,"('DL-2603', 3.74)","('DL-174', 3.74)","('DL-2961', 4.0)","('DL-280', 4.0)","('DL-1878', 4.0)","('DL-2204', 4.0)","('DL-2546', 4.0)","('DL-4261', 4.0)","('DL-3793', 4.0)","('DL-3315', 4.24)"
DL-43,"('DL-1748', 4.0)","('DL-4269', 4.0)","('DL-1987', 4.0)","('DL-3627', 4.0)","('DL-395', 4.24)","('DL-2264', 4.24)","('DL-2100', 4.24)","('DL-3036', 4.24)","('DL-1045', 4.24)","('DL-3589', 4.24)"
DL-44,"('DL-199', 3.46)","('DL-3452', 3.74)","('DL-3084', 3.74)","('DL-636', 3.74)","('DL-810', 4.0)","('DL-3103', 4.0)","('DL-2358', 4.0)","('DL-1290', 4.0)","('DL-332', 4.0)","('DL-618', 4.0)"
DL-45,"('DL-894', 3.74)","('DL-2519', 3.74)","('DL-4006', 4.0)","('DL-59', 4.0)","('DL-3331', 4.0)","('DL-3461', 4.0)","('DL-543', 4.0)","('DL-3681', 4.0)","('DL-165', 4.0)","('DL-2161', 4.0)"
DL-46,"('DL-2891', 3.74)","('DL-130', 3.74)","('DL-2463', 3.74)","('DL-2931', 4.0)","('DL-4011', 4.0)","('DL-802', 4.0)","('DL-1241', 4.0)","('DL-4178', 4.0)","('DL-3180', 4.0)","('DL-1250', 4.0)"
DL-47,"('DL-3963', 3.74)","('DL-4042', 3.74)","('DL-1372', 3.74)","('DL-4060', 4.0)","('DL-3733', 4.0)","('DL-801', 4.0)","('DL-4187', 4.0)","('DL-2697', 4.0)","('DL-2128', 4.0)","('DL-1255', 4.0)"
DL-48,"('DL-597', 3.74)","('DL-4094', 3.74)","('DL-209', 4.0)","('DL-1921', 4.0)","('DL-1434', 4.0)","('DL-1495', 4.0)","('DL-1596', 4.0)","('DL-1665', 4.0)","('DL-4335', 4.0)","('DL-352', 4.24)"
DL-49,"('DL-1410', 3.16)","('DL-1083', 3.74)","('DL-1445', 3.74)","('DL-1323', 3.74)","('DL-938', 3.74)","('DL-388', 4.0)","('DL-2625', 4.0)","('DL-350', 4.0)","('DL-2119', 4.0)","('DL-97', 4.0)"
DL-50,"('DL-4070', 3.46)","('DL-1143', 4.0)","('DL-1301', 4.0)","('DL-32', 4.0)","('DL-2266', 4.0)","('DL-4067', 4.0)","('DL-2788', 4.0)","('DL-2659', 4.24)","('DL-1295', 4.24)","('DL-2399', 4.24)"
DL-51,"('DL-2343', 4.0)","('DL-2467', 4.0)","('DL-2796', 4.0)","('DL-2880', 4.24)","('DL-1622', 4.24)","('DL-3488', 4.47)","('DL-2051', 4.47)","('DL-3432', 4.47)","('DL-2314', 4.47)","('DL-1782', 4.47)"
DL-52,"('DL-2415', 3.74)","('DL-3541', 4.0)","('DL-284', 4.0)","('DL-1734', 4.0)","('DL-2470', 4.24)","('DL-1912', 4.24)","('DL-427', 4.24)","('DL-135', 4.24)","('DL-1161', 4.24)","('DL-2660', 4.24)"
DL-53,"('DL-15', 3.46)","('DL-1941', 4.0)","('DL-2454', 4.0)","('DL-2843', 4.0)","('DL-2019', 4.0)","('DL-867', 4.0)","('DL-2099', 4.0)","('DL-607', 4.0)","('DL-2193', 4.0)","('DL-680', 4.0)"
DL-54,"('DL-1510', 3.46)","('DL-3236', 4.0)","('DL-1529', 4.0)","('DL-2269', 4.0)","('DL-2215', 4.24)","('DL-1035', 4.24)","('DL-1519', 4.24)","('DL-1042', 4.24)","('DL-2358', 4.24)","('DL-460', 4.24)"
DL-55,"('DL-2424', 3.74)","('DL-3233', 4.0)","('DL-692', 4.24)","('DL-3220', 4.24)","('DL-815', 4.24)","('DL-2806', 4.24)","('DL-1927', 4.24)","('DL-2119', 4.24)","('DL-576', 4.24)","('DL-520', 4.24)"
DL-56,"('DL-2234', 3.74)","('DL-1023', 4.0)","('DL-3635', 4.0)","('DL-3400', 4.0)","('DL-3885', 4.24)","('DL-3045', 4.24)","('DL-2383', 4.24)","('DL-4002', 4.24)","('DL-3922', 4.24)","('DL-3432', 4.24)"
DL-57,"('DL-3573', 3.74)","('DL-2117', 3.74)","('DL-1820', 4.0)","('DL-897', 4.0)","('DL-62', 4.0)","('DL-1372', 4.0)","('DL-282', 4.0)","('DL-3455', 4.0)","('DL-800', 4.0)","('DL-2350', 4.0)"
DL-58,"('DL-2970', 3.74)","('DL-682', 3.74)","('DL-3525', 3.74)","('DL-1952', 3.74)","('DL-227', 4.0)","('DL-3840', 4.0)","('DL-3469', 4.0)","('DL-2455', 4.0)","('DL-3158', 4.0)","('DL-3672', 4.0)"
DL-59,"('DL-771', 3.46)","('DL-2326', 3.74)","('DL-1072', 3.74)","('DL-2148', 4.0)","('DL-45', 4.0)","('DL-95', 4.0)","('DL-1930', 4.0)","('DL-1923', 4.0)","('DL-165', 4.0)","('DL-236', 4.0)"
DL-60,"('DL-1085', 3.16)","('DL-341', 3.46)","('DL-4130', 3.46)","('DL-3161', 3.46)","('DL-2357', 3.46)","('DL-1476', 3.74)","('DL-2927', 3.74)","('DL-3792', 3.74)","('DL-2433', 3.74)","('DL-1744', 3.74)"
DL-61,"('DL-1727', 3.74)","('DL-2539', 4.0)","('DL-2807', 4.0)","('DL-3765', 4.0)","('DL-1276', 4.0)","('DL-1931', 4.0)","('DL-3293', 4.0)","('DL-4329', 4.24)","('DL-2147', 4.24)","('DL-3709', 4.24)"
DL-62,"('DL-2188', 2.45)","('DL-2925', 3.46)","('DL-990', 3.46)","('DL-3646', 3.46)","('DL-2117', 3.74)","('DL-2037', 3.74)","('DL-3606', 3.74)","('DL-2655', 3.74)","('DL-2546', 3.74)","('DL-1558', 3.74)"
DL-63,"('DL-2982', 3.74)","('DL-1739', 3.74)","('DL-2656', 4.0)","('DL-1799', 4.0)","('DL-2297', 4.0)","('DL-929', 4.0)","('DL-1279', 4.0)","('DL-3600', 4.24)","('DL-1445', 4.24)","('DL-2879', 4.24)"
DL-64,"('DL-3746', 4.0)","('DL-1735', 4.0)","('DL-3467', 4.24)","('DL-1611', 4.24)","('DL-110', 4.24)","('DL-2393', 4.24)","('DL-1010', 4.24)","('DL-1597', 4.24)","('DL-1581', 4.47)","('DL-1298', 4.47)"
DL-65,"('DL-2419', 3.16)","('DL-1342', 3.16)","('DL-1575', 3.46)","('DL-1902', 3.46)","('DL-1211', 3.74)","('DL-731', 3.74)","('DL-216', 3.74)","('DL-3275', 3.74)","('DL-805', 3.74)","('DL-3060', 3.74)"
DL-66,"('DL-311', 3.46)","('DL-2654', 3.74)","('DL-876', 3.74)","('DL-828', 4.0)","('DL-1285', 4.0)","('DL-2724', 4.0)","('DL-97', 4.0)","('DL-4276', 4.0)","('DL-1378', 4.0)","('DL-752', 4.0)"
DL-67,"('DL-3998', 3.16)","('DL-3126', 3.46)","('DL-4102', 3.74)","('DL-618', 4.0)","('DL-34', 4.0)","('DL-2994', 4.0)","('DL-2142', 4.0)","('DL-2036', 4.0)","('DL-3198', 4.0)","('DL-1906', 4.0)"
DL-68,"('DL-2503', 3.46)","('DL-2312', 3.46)","('DL-2198', 3.74)","('DL-2326', 3.74)","('DL-3746', 3.74)","('DL-2031', 3.74)","('DL-1550', 3.74)","('DL-3767', 3.74)","('DL-2985', 3.74)","('DL-512', 3.74)"
DL-69,"('DL-3791', 4.0)","('DL-2607', 4.0)","('DL-599', 4.0)","('DL-1544', 4.0)","('DL-26', 4.0)","('DL-2999', 4.0)","('DL-3578', 4.24)","('DL-3568', 4.24)","('DL-2795', 4.24)","('DL-582', 4.24)"
DL-70,"('DL-410', 3.74)","('DL-752', 3.74)","('DL-2261', 3.74)","('DL-3405', 3.74)","('DL-1060', 4.0)","('DL-1745', 4.0)","('DL-4209', 4.0)","('DL-4022', 4.24)","('DL-4180', 4.24)","('DL-1786', 4.24)"
DL-71,"('DL-4042', 3.46)","('DL-1287', 3.46)","('DL-3938', 3.46)","('DL-1677', 3.46)","('DL-3710', 3.74)","('DL-930', 3.74)","('DL-2514', 3.74)","('DL-1301', 3.74)","('DL-4140', 3.74)","('DL-2559', 3.74)"
DL-72,"('DL-2275', 4.0)","('DL-2911', 4.0)","('DL-1881', 4.0)","('DL-1065', 4.0)","('DL-1408', 4.0)","('DL-576', 4.0)","('DL-2653', 4.0)","('DL-1818', 4.0)","('DL-4247', 4.0)","('DL-1872', 4.0)"
DL-73,"('DL-2784', 3.16)","('DL-508', 3.46)","('DL-1320', 3.74)","('DL-457', 3.74)","('DL-2439', 3.74)","('DL-2692', 3.74)","('DL-121', 3.74)","('DL-1274', 3.74)","('DL-3163', 3.74)","('DL-520', 4.0)"
DL-74,"('DL-714', 2.45)","('DL-460', 3.46)","('DL-869', 3.74)","('DL-3246', 3.74)","('DL-1275', 3.74)","('DL-1929', 3.74)","('DL-772', 3.74)","('DL-2986', 4.0)","('DL-819', 4.0)","('DL-2777', 4.0)"
DL-75,"('DL-1517', 4.0)","('DL-3716', 4.0)","('DL-2660', 4.0)","('DL-2380', 4.0)","('DL-2161', 4.0)","('DL-3590', 4.0)","('DL-1110', 4.0)","('DL-3578', 4.0)","('DL-2920', 4.0)","('DL-3485', 4.0)"
DL-76,"('DL-97', 3.74)","('DL-2458', 3.74)","('DL-3957', 4.0)","('DL-1083', 4.0)","('DL-1020', 4.24)","('DL-1593', 4.24)","('DL-413', 4.24)","('DL-388', 4.24)","('DL-2743', 4.24)","('DL-1410', 4.24)"
DL-77,"('DL-1006', 3.46)","('DL-1662', 4.0)","('DL-795', 4.0)","('DL-1901', 4.0)","('DL-3934', 4.0)","('DL-4032', 4.24)","('DL-3419', 4.24)","('DL-827', 4.24)","('DL-1215', 4.24)","('DL-467', 4.24)"
DL-78,"('DL-1300', 3.46)","('DL-65', 3.74)","('DL-276', 3.74)","('DL-3298', 3.74)","('DL-644', 3.74)","('DL-3268', 3.74)","('DL-4229', 3.74)","('DL-877', 3.74)","('DL-3178', 3.74)","('DL-2020', 3.74)"
DL-79,"('DL-958', 3.46)","('DL-2106', 3.74)","('DL-574', 3.74)","('DL-1954', 3.74)","('DL-262', 3.74)","('DL-2250', 4.0)","('DL-113', 4.0)","('DL-1500', 4.0)","('DL-107', 4.0)","('DL-2102', 4.0)"
DL-80,"('DL-1501', 4.0)","('DL-2612', 4.24)","('DL-2702', 4.24)","('DL-2767', 4.24)","('DL-742', 4.24)","('DL-476', 4.24)","('DL-121', 4.24)","('DL-2735', 4.24)","('DL-252', 4.24)","('DL-4201', 4.24)"
DL-81,"('DL-3598', 3.74)","('DL-1566', 3.74)","('DL-2349', 4.0)","('DL-3181', 4.0)","('DL-2121', 4.24)","('DL-1025', 4.24)","('DL-2844', 4.24)","('DL-224', 4.24)","('DL-4018', 4.24)","('DL-2914', 4.47)"
DL-82,"('DL-766', 3.46)","('DL-10', 3.74)","('DL-2784', 4.0)","('DL-4319', 4.0)","('DL-4260', 4.0)","('DL-717', 4.0)","('DL-1059', 4.0)","('DL-2121', 4.24)","('DL-4268', 4.24)","('DL-971', 4.24)"
DL-83,"('DL-3411', 3.74)","('DL-3227', 4.0)","('DL-242', 4.24)","('DL-2097', 4.24)","('DL-351', 4.24)","('DL-1997', 4.24)","('DL-511', 4.24)","('DL-1973', 4.24)","('DL-697', 4.24)","('DL-1404', 4.24)"
DL-84,"('DL-3214', 3.74)","('DL-4319', 4.0)","('DL-2695', 4.0)","('DL-2453', 4.0)","('DL-2486', 4.0)","('DL-3286', 4.0)","('DL-1819', 4.0)","('DL-2056', 4.0)","('DL-2641', 4.0)","('DL-3074', 4.0)"
DL-85,"('DL-2485', 3.16)","('DL-2344', 3.74)","('DL-3099', 3.74)","('DL-4335', 3.74)","('DL-1930', 3.74)","('DL-4094', 4.0)","('DL-2124', 4.0)","('DL-432', 4.0)","('DL-4118', 4.0)","('DL-4148', 4.0)"
DL-86,"('DL-3109', 3.74)","('DL-1540', 3.74)","('DL-4001', 3.74)","('DL-3168', 4.0)","('DL-723', 4.0)","('DL-3433', 4.0)","('DL-218', 4.24)","('DL-1016', 4.24)","('DL-1936', 4.24)","('DL-228', 4.24)"
DL-87,"('DL-771', 3.16)","('DL-3327', 3.74)","('DL-2376', 3.74)","('DL-412', 3.74)","('DL-1335', 4.0)","('DL-124', 4.0)","('DL-3440', 4.0)","('DL-4260', 4.0)","('DL-240', 4.0)","('DL-1923', 4.0)"
DL-88,"('DL-1197', 4.0)","('DL-2241', 4.24)","('DL-1549', 4.24)","('DL-3137', 4.24)","('DL-2815', 4.24)","('DL-428', 4.24)","('DL-387', 4.24)","('DL-2788', 4.24)","('DL-2857', 4.24)","('DL-1456', 4.24)"
DL-89,"('DL-3939', 3.46)","('DL-3517', 3.74)","('DL-4045', 3.74)","('DL-4305', 3.74)","('DL-129', 4.0)","('DL-3654', 4.0)","('DL-754', 4.0)","('DL-677', 4.0)","('DL-4057', 4.0)","('DL-482', 4.0)"
DL-90,"('DL-3574', 4.0)","('DL-1702', 4.24)","('DL-1697', 4.24)","('DL-1291', 4.24)","('DL-1004', 4.24)","('DL-316', 4.24)","('DL-308', 4.47)","('DL-4270', 4.47)","('DL-3794', 4.47)","('DL-2671', 4.47)"
DL-91,"('DL-3487', 3.16)","('DL-3902', 3.46)","('DL-3288', 3.46)","('DL-1388', 3.74)","('DL-279', 3.74)","('DL-2344', 4.0)","('DL-1702', 4.0)","('DL-3008', 4.0)","('DL-3491', 4.0)","('DL-2690', 4.0)"
DL-92,"('DL-1435', 4.0)","('DL-1067', 4.0)","('DL-488', 4.24)","('DL-3946', 4.24)","('DL-3511', 4.24)","('DL-3789', 4.24)","('DL-21', 4.24)","('DL-1373', 4.24)","('DL-1948', 4.24)","('DL-1230', 4.24)"
DL-93,"('DL-3333', 3.16)","('DL-1210', 4.0)","('DL-714', 4.24)","('DL-828', 4.24)","('DL-1288', 4.24)","('DL-3563', 4.24)","('DL-28', 4.24)","('DL-3403', 4.24)","('DL-3272', 4.24)","('DL-164', 4.24)"
DL-94,"('DL-2770', 3.74)","('DL-1057', 4.0)","('DL-349', 4.0)","('DL-2018', 4.0)","('DL-1814', 4.0)","('DL-2720', 4.0)","('DL-2445', 4.0)","('DL-3191', 4.24)","('DL-3149', 4.24)","('DL-654', 4.47)"
DL-95,"('DL-2082', 3.74)","('DL-3935', 3.74)","('DL-1311', 3.74)","('DL-236', 3.74)","('DL-1215', 4.0)","('DL-3160', 4.0)","('DL-2851', 4.0)","('DL-218', 4.0)","('DL-2875', 4.0)","('DL-3352', 4.0)"
DL-96,"('DL-1938', 4.0)","('DL-2354', 4.0)","('DL-1387', 4.0)","('DL-4102', 4.0)","('DL-387', 4.24)","('DL-1636', 4.24)","('DL-693', 4.24)","('DL-3403', 4.24)","('DL-1666', 4.24)","('DL-706', 4.24)"
DL-97,"('DL-76', 3.74)","('DL-66', 4.0)","('DL-3560', 4.0)","('DL-1083', 4.0)","('DL-49', 4.0)","('DL-2245', 4.24)","('DL-2654', 4.24)","('DL-2290', 4.24)","('DL-3072', 4.24)","('DL-2059', 4.24)"
DL-98,"('DL-3751', 3.46)","('DL-1458', 3.74)","('DL-443', 3.74)","('DL-721', 4.0)","('DL-2202', 4.0)","('DL-2516', 4.0)","('DL-1740', 4.0)","('DL-2504', 4.0)","('DL-2854', 4.0)","('DL-3476', 4.24)"
DL-99,"('DL-3899', 4.0)","('DL-2338', 4.0)","('DL-338', 4.0)","('DL-3746', 4.24)","('DL-1733', 4.24)","('DL-408', 4.24)","('DL-2012', 4.24)","('DL-826', 4.24)","('DL-542', 4.24)","('DL-1545', 4.24)"
DL-100,"('DL-2427', 3.46)","('DL-3535', 4.0)","('DL-1784', 4.24)","('DL-3621', 4.24)","('DL-1110', 4.24)","('DL-1648', 4.24)","('DL-1679', 4.24)","('DL-1493', 4.24)","('DL-425', 4.24)","('DL-789', 4.24)"
DL-101,"('DL-1487', 3.74)","('DL-3932', 3.74)","('DL-2021', 3.74)","('DL-1351', 3.74)","('DL-2509', 3.74)","('DL-615', 4.0)","('DL-2506', 4.0)","('DL-127', 4.0)","('DL-3767', 4.0)","('DL-1537', 4.0)"
DL-102,"('DL-1866', 3.74)","('DL-2055', 4.0)","('DL-1523', 4.0)","('DL-1331', 4.24)","('DL-716', 4.24)","('DL-2717', 4.24)","('DL-3373', 4.24)","('DL-457', 4.24)","('DL-2983', 4.24)","('DL-3347', 4.24)"
DL-103,"('DL-2876', 3.74)","('DL-3899', 4.0)","('DL-1606', 4.0)","('DL-901', 4.0)","('DL-3754', 4.0)","('DL-2374', 4.0)","('DL-752', 4.24)","('DL-2814', 4.24)","('DL-826', 4.24)","('DL-492', 4.24)"
