,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6,Neighbor7,Neighbor8,Neighbor9,Neighbor10
FN-1310,"('FN-1487', 2.45)","('FN-149', 3.46)","('FN-1105', 3.46)","('FN-454', 3.74)","('FN-647', 3.74)","('FN-742', 3.74)","('FN-1685', 3.74)","('FN-1755', 3.74)","('FN-1546', 4.0)","('FN-329', 4.0)"
FN-1023,"('FN-1253', 2.83)","('FN-13', 3.16)","('FN-1007', 3.46)","('FN-16', 3.46)","('FN-181', 3.46)","('FN-1071', 3.46)","('FN-295', 3.46)","('FN-1204', 3.46)","('FN-79', 3.46)","('FN-175', 3.46)"
FN-1601,"('FN-666', 2.45)","('FN-428', 2.45)","('FN-1642', 2.83)","('FN-77', 2.83)","('FN-502', 2.83)","('FN-1385', 3.16)","('FN-844', 3.16)","('FN-641', 3.16)","('FN-1594', 3.16)","('FN-1523', 3.16)"
FN-640,"('FN-659', 3.16)","('FN-839', 3.16)","('FN-1048', 3.16)","('FN-887', 3.16)","('FN-916', 3.16)","('FN-463', 3.46)","('FN-782', 3.46)","('FN-746', 3.46)","('FN-1424', 3.46)","('FN-862', 3.46)"
FN-198,"('FN-781', 2.45)","('FN-1125', 2.45)","('FN-752', 2.45)","('FN-1019', 2.45)","('FN-629', 2.45)","('FN-1753', 2.45)","('FN-153', 2.45)","('FN-1103', 2.83)","('FN-1416', 2.83)","('FN-898', 2.83)"
FN-1096,"('FN-334', 1.41)","('FN-975', 2.83)","('FN-1664', 3.16)","('FN-342', 3.16)","('FN-1375', 3.16)","('FN-530', 3.16)","('FN-830', 3.16)","('FN-1079', 3.16)","('FN-127', 3.16)","('FN-177', 3.16)"
FN-664,"('FN-148', 3.16)","('FN-1173', 3.46)","('FN-177', 3.46)","('FN-1159', 3.46)","('FN-84', 3.74)","('FN-206', 3.74)","('FN-330', 3.74)","('FN-626', 3.74)","('FN-1715', 3.74)","('FN-11', 3.74)"
FN-1193,"('FN-1021', 3.16)","('FN-149', 3.16)","('FN-1724', 3.16)","('FN-1446', 3.46)","('FN-1294', 3.46)","('FN-420', 3.46)","('FN-771', 3.46)","('FN-871', 3.46)","('FN-1260', 3.74)","('FN-318', 3.74)"
FN-1057,"('FN-1622', 2.45)","('FN-644', 2.45)","('FN-752', 2.83)","('FN-33', 2.83)","('FN-762', 2.83)","('FN-1718', 2.83)","('FN-83', 2.83)","('FN-1532', 2.83)","('FN-674', 3.16)","('FN-799', 3.16)"
FN-1529,"('FN-366', 2.83)","('FN-1002', 3.16)","('FN-1175', 3.16)","('FN-95', 3.16)","('FN-1426', 3.16)","('FN-1559', 3.16)","('FN-1588', 3.16)","('FN-1150', 3.46)","('FN-997', 3.46)","('FN-421', 3.46)"
FN-1481,"('FN-614', 3.16)","('FN-322', 3.46)","('FN-562', 3.74)","('FN-558', 3.74)","('FN-60', 4.0)","('FN-497', 4.0)","('FN-1218', 4.0)","('FN-354', 4.0)","('FN-802', 4.0)","('FN-438', 4.24)"
FN-1326,"('FN-1445', 2.83)","('FN-1653', 3.16)","('FN-1165', 3.16)","('FN-1682', 3.16)","('FN-1027', 3.16)","('FN-524', 3.16)","('FN-1034', 3.46)","('FN-1146', 3.46)","('FN-210', 3.46)","('FN-459', 3.46)"
FN-1286,"('FN-710', 2.83)","('FN-1123', 3.16)","('FN-38', 3.16)","('FN-1324', 3.16)","('FN-721', 3.46)","('FN-1330', 3.46)","('FN-1466', 3.46)","('FN-906', 3.46)","('FN-375', 3.46)","('FN-1112', 3.46)"
FN-859,"('FN-441', 4.0)","('FN-337', 4.0)","('FN-699', 4.24)","('FN-1530', 4.24)","('FN-42', 4.24)","('FN-397', 4.24)","('FN-1488', 4.47)","('FN-796', 4.47)","('FN-661', 4.47)","('FN-219', 4.47)"
FN-1374,"('FN-1376', 2.83)","('FN-1736', 2.83)","('FN-1019', 2.83)","('FN-947', 3.16)","('FN-1125', 3.16)","('FN-1475', 3.16)","('FN-1083', 3.16)","('FN-1300', 3.16)","('FN-723', 3.46)","('FN-35', 3.46)"
FN-626,"('FN-330', 2.45)","('FN-177', 2.83)","('FN-830', 2.83)","('FN-1159', 2.83)","('FN-729', 3.16)","('FN-334', 3.16)","('FN-1203', 3.16)","('FN-975', 3.16)","('FN-879', 3.16)","('FN-1012', 3.16)"
FN-107,"('FN-30', 2.45)","('FN-1588', 2.45)","('FN-1645', 2.45)","('FN-920', 2.45)","('FN-1201', 2.45)","('FN-682', 2.45)","('FN-172', 2.83)","('FN-536', 2.83)","('FN-1094', 2.83)","('FN-11', 2.83)"
FN-903,"('FN-961', 2.0)","('FN-161', 2.45)","('FN-1672', 2.45)","('FN-1142', 2.83)","('FN-836', 2.83)","('FN-1079', 2.83)","('FN-177', 2.83)","('FN-872', 2.83)","('FN-1503', 2.83)","('FN-710', 2.83)"
FN-661,"('FN-911', 2.83)","('FN-669', 3.16)","('FN-509', 3.16)","('FN-1321', 3.16)","('FN-630', 3.46)","('FN-1240', 3.46)","('FN-925', 3.46)","('FN-1390', 3.46)","('FN-1530', 3.46)","('FN-385', 3.46)"
FN-1737,"('FN-164', 3.16)","('FN-1087', 3.16)","('FN-1682', 3.46)","('FN-1150', 3.74)","('FN-821', 3.74)","('FN-392', 3.74)","('FN-270', 3.74)","('FN-738', 3.74)","('FN-1657', 3.74)","('FN-439', 4.0)"
FN-364,"('FN-8', 2.83)","('FN-1380', 3.46)","('FN-134', 3.46)","('FN-53', 3.46)","('FN-1545', 3.46)","('FN-1760', 3.74)","('FN-1680', 3.74)","('FN-653', 3.74)","('FN-840', 3.74)","('FN-1112', 3.74)"
FN-1292,"('FN-716', 2.83)","('FN-641', 2.83)","('FN-1687', 3.16)","('FN-1267', 3.16)","('FN-1003', 3.16)","('FN-382', 3.16)","('FN-589', 3.16)","('FN-1690', 3.16)","('FN-595', 3.16)","('FN-1034', 3.16)"
FN-982,"('FN-445', 2.45)","('FN-91', 2.83)","('FN-914', 2.83)","('FN-1687', 2.83)","('FN-254', 2.83)","('FN-117', 3.16)","('FN-1358', 3.16)","('FN-92', 3.16)","('FN-102', 3.16)","('FN-49', 3.46)"
FN-775,"('FN-484', 2.45)","('FN-1366', 2.83)","('FN-802', 3.16)","('FN-760', 3.16)","('FN-1268', 3.46)","('FN-1345', 3.46)","('FN-274', 3.46)","('FN-1027', 3.46)","('FN-1341', 3.46)","('FN-1375', 3.46)"
FN-467,"('FN-1549', 2.83)","('FN-1758', 2.83)","('FN-782', 2.83)","('FN-1530', 2.83)","('FN-932', 2.83)","('FN-321', 3.16)","('FN-412', 3.16)","('FN-1321', 3.16)","('FN-1257', 3.16)","('FN-627', 3.46)"
FN-908,"('FN-1227', 1.41)","('FN-519', 2.45)","('FN-951', 2.45)","('FN-737', 2.83)","('FN-840', 2.83)","('FN-1453', 2.83)","('FN-1308', 2.83)","('FN-19', 2.83)","('FN-31', 2.83)","('FN-860', 3.16)"
FN-528,"('FN-838', 2.45)","('FN-62', 2.45)","('FN-27', 2.45)","('FN-641', 2.83)","('FN-1548', 2.83)","('FN-735', 2.83)","('FN-595', 3.16)","('FN-406', 3.16)","('FN-469', 3.16)","('FN-545', 3.16)"
FN-1707,"('FN-1628', 2.45)","('FN-1223', 2.83)","('FN-1716', 2.83)","('FN-201', 2.83)","('FN-1520', 2.83)","('FN-872', 2.83)","('FN-1079', 2.83)","('FN-961', 2.83)","('FN-817', 2.83)","('FN-836', 2.83)"
FN-1705,"('FN-760', 2.83)","('FN-589', 2.83)","('FN-177', 2.83)","('FN-1553', 3.16)","('FN-1003', 3.16)","('FN-393', 3.16)","('FN-30', 3.16)","('FN-1502', 3.46)","('FN-637', 3.46)","('FN-410', 3.46)"
FN-1327,"('FN-260', 2.0)","('FN-324', 2.45)","('FN-502', 2.83)","('FN-1284', 2.83)","('FN-625', 2.83)","('FN-752', 2.83)","('FN-1519', 2.83)","('FN-1385', 2.83)","('FN-1523', 2.83)","('FN-723', 2.83)"
FN-1202,"('FN-313', 2.45)","('FN-1700', 2.45)","('FN-542', 2.45)","('FN-223', 2.45)","('FN-1537', 2.45)","('FN-766', 2.45)","('FN-749', 2.45)","('FN-1230', 2.83)","('FN-1050', 2.83)","('FN-445', 2.83)"
FN-1622,"('FN-762', 1.41)","('FN-1057', 2.45)","('FN-644', 2.45)","('FN-1492', 2.45)","('FN-576', 2.45)","('FN-863', 2.45)","('FN-752', 2.45)","('FN-1532', 2.45)","('FN-1385', 2.83)","('FN-1502', 2.83)"
FN-1061,"('FN-63', 2.45)","('FN-258', 2.83)","('FN-14', 2.83)","('FN-16', 2.83)","('FN-1269', 3.16)","('FN-1503', 3.16)","('FN-1258', 3.16)","('FN-209', 3.16)","('FN-583', 3.16)","('FN-821', 3.16)"
FN-1663,"('FN-1138', 2.45)","('FN-1542', 2.45)","('FN-124', 2.83)","('FN-1502', 2.83)","('FN-762', 2.83)","('FN-641', 3.16)","('FN-1622', 3.16)","('FN-1386', 3.16)","('FN-1003', 3.16)","('FN-1553', 3.16)"
FN-168,"('FN-1348', 2.83)","('FN-1580', 2.83)","('FN-408', 3.16)","('FN-1535', 3.16)","('FN-700', 3.16)","('FN-1060', 3.16)","('FN-1588', 3.16)","('FN-363', 3.16)","('FN-1438', 3.16)","('FN-1638', 3.16)"
FN-520,"('FN-822', 3.16)","('FN-1593', 3.16)","('FN-713', 3.16)","('FN-1224', 3.16)","('FN-122', 3.16)","('FN-62', 3.16)","('FN-1358', 3.16)","('FN-554', 3.16)","('FN-896', 3.16)","('FN-613', 3.16)"
FN-1745,"('FN-417', 3.46)","('FN-1008', 3.74)","('FN-846', 3.74)","('FN-1421', 4.0)","('FN-659', 4.0)","('FN-42', 4.0)","('FN-916', 4.0)","('FN-104', 4.0)","('FN-368', 4.24)","('FN-404', 4.24)"
FN-609,"('FN-1669', 2.83)","('FN-1465', 2.83)","('FN-422', 3.16)","('FN-794', 3.16)","('FN-1351', 3.16)","('FN-1', 3.16)","('FN-1511', 3.16)","('FN-234', 3.46)","('FN-641', 3.46)","('FN-483', 3.46)"
FN-1003,"('FN-589', 2.45)","('FN-1052', 2.45)","('FN-641', 2.45)","('FN-1690', 2.45)","('FN-10', 2.83)","('FN-595', 2.83)","('FN-1502', 2.83)","('FN-1351', 2.83)","('FN-1553', 2.83)","('FN-271', 2.83)"
FN-1265,"('FN-67', 2.0)","('FN-764', 2.45)","('FN-1614', 2.45)","('FN-732', 2.83)","('FN-21', 3.16)","('FN-1350', 3.16)","('FN-321', 3.16)","('FN-923', 3.16)","('FN-962', 3.46)","('FN-1383', 3.46)"
FN-1686,"('FN-1135', 2.83)","('FN-891', 2.83)","('FN-207', 2.83)","('FN-776', 2.83)","('FN-1069', 3.16)","('FN-647', 3.16)","('FN-1191', 3.16)","('FN-768', 3.16)","('FN-351', 3.16)","('FN-878', 3.16)"
FN-279,"('FN-1706', 2.0)","('FN-1166', 2.45)","('FN-1143', 2.83)","('FN-524', 2.83)","('FN-31', 2.83)","('FN-920', 2.83)","('FN-225', 2.83)","('FN-1581', 3.16)","('FN-1255', 3.16)","('FN-494', 3.16)"
FN-1493,"('FN-220', 2.83)","('FN-511', 2.83)","('FN-765', 2.83)","('FN-813', 2.83)","('FN-570', 3.16)","('FN-710', 3.16)","('FN-351', 3.16)","('FN-504', 3.16)","('FN-1466', 3.16)","('FN-375', 3.16)"
FN-1104,"('FN-58', 3.16)","('FN-575', 3.16)","('FN-313', 3.16)","('FN-1144', 3.16)","('FN-987', 3.16)","('FN-920', 3.16)","('FN-876', 3.16)","('FN-1094', 3.16)","('FN-1713', 3.46)","('FN-860', 3.46)"
FN-62,"('FN-679', 2.45)","('FN-528', 2.45)","('FN-1543', 2.45)","('FN-863', 2.45)","('FN-406', 2.83)","('FN-641', 2.83)","('FN-896', 2.83)","('FN-926', 2.83)","('FN-3', 2.83)","('FN-605', 2.83)"
FN-39,"('FN-385', 2.83)","('FN-1239', 2.83)","('FN-137', 2.83)","('FN-597', 3.16)","('FN-669', 3.16)","('FN-1564', 3.16)","('FN-1321', 3.46)","('FN-941', 3.74)","('FN-509', 3.74)","('FN-661', 3.74)"
FN-413,"('FN-583', 3.16)","('FN-1535', 3.46)","('FN-821', 3.74)","('FN-1006', 3.74)","('FN-1522', 3.74)","('FN-352', 3.74)","('FN-912', 3.74)","('FN-256', 3.74)","('FN-520', 3.74)","('FN-842', 3.74)"
FN-305,"('FN-1638', 2.83)","('FN-948', 2.83)","('FN-792', 3.16)","('FN-184', 3.16)","('FN-497', 3.16)","('FN-339', 3.16)","('FN-423', 3.16)","('FN-1640', 3.16)","('FN-391', 3.16)","('FN-546', 3.16)"
FN-316,"('FN-149', 2.83)","('FN-1406', 2.83)","('FN-15', 2.83)","('FN-1409', 2.83)","('FN-1772', 2.83)","('FN-1129', 3.16)","('FN-1691', 3.16)","('FN-891', 3.16)","('FN-714', 3.16)","('FN-675', 3.16)"
FN-604,"('FN-612', 2.83)","('FN-1460', 3.46)","('FN-57', 3.74)","('FN-879', 4.0)","('FN-485', 4.0)","('FN-764', 4.0)","('FN-1365', 4.0)","('FN-1204', 4.0)","('FN-1738', 4.0)","('FN-544', 4.0)"
FN-324,"('FN-649', 2.0)","('FN-1327', 2.45)","('FN-466', 2.45)","('FN-481', 2.83)","('FN-1484', 2.83)","('FN-947', 2.83)","('FN-638', 2.83)","('FN-1522', 2.83)","('FN-1523', 2.83)","('FN-256', 2.83)"
FN-445,"('FN-298', 2.45)","('FN-982', 2.45)","('FN-254', 2.45)","('FN-83', 2.83)","('FN-1359', 2.83)","('FN-641', 2.83)","('FN-595', 2.83)","('FN-234', 2.83)","('FN-598', 2.83)","('FN-92', 2.83)"
FN-237,"('FN-1731', 2.83)","('FN-623', 2.83)","('FN-56', 2.83)","('FN-1274', 3.16)","('FN-96', 3.16)","('FN-16', 3.16)","('FN-1406', 3.16)","('FN-1657', 3.16)","('FN-293', 3.16)","('FN-1007', 3.16)"
FN-1662,"('FN-330', 3.16)","('FN-84', 3.16)","('FN-1756', 3.16)","('FN-455', 3.16)","('FN-844', 3.46)","('FN-11', 3.46)","('FN-1739', 3.46)","('FN-1071', 3.46)","('FN-30', 3.46)","('FN-1687', 3.46)"
FN-1683,"('FN-884', 2.45)","('FN-425', 3.16)","('FN-1432', 3.16)","('FN-1404', 3.16)","('FN-1642', 3.16)","('FN-4', 3.16)","('FN-1384', 3.16)","('FN-644', 3.16)","('FN-1428', 3.46)","('FN-662', 3.46)"
FN-70,"('FN-660', 2.0)","('FN-209', 2.0)","('FN-891', 2.45)","('FN-399', 2.45)","('FN-223', 2.83)","('FN-1331', 2.83)","('FN-533', 2.83)","('FN-655', 2.83)","('FN-842', 2.83)","('FN-1416', 2.83)"
FN-939,"('FN-1276', 2.83)","('FN-1000', 3.16)","('FN-1409', 3.16)","('FN-398', 3.16)","('FN-276', 3.46)","('FN-1620', 3.46)","('FN-612', 3.46)","('FN-1283', 3.46)","('FN-1147', 3.74)","('FN-1525', 3.74)"
FN-723,"('FN-1385', 2.45)","('FN-1327', 2.83)","('FN-347', 2.83)","('FN-1523', 2.83)","('FN-644', 2.83)","('FN-1532', 2.83)","('FN-1336', 2.83)","('FN-35', 2.83)","('FN-502', 2.83)","('FN-324', 2.83)"
FN-1030,"('FN-700', 2.45)","('FN-472', 2.83)","('FN-674', 3.16)","('FN-177', 3.16)","('FN-330', 3.16)","('FN-1317', 3.16)","('FN-1653', 3.16)","('FN-701', 3.16)","('FN-920', 3.16)","('FN-584', 3.16)"
FN-1115,"('FN-954', 2.83)","('FN-1544', 3.16)","('FN-1304', 3.16)","('FN-40', 3.16)","('FN-814', 3.16)","('FN-766', 3.16)","('FN-184', 3.16)","('FN-295', 3.16)","('FN-1576', 3.46)","('FN-1132', 3.46)"
FN-838,"('FN-528', 2.45)","('FN-1072', 2.45)","('FN-27', 2.83)","('FN-155', 2.83)","('FN-1453', 3.16)","('FN-1465', 3.16)","('FN-759', 3.16)","('FN-357', 3.16)","('FN-1548', 3.16)","('FN-1308', 3.16)"
FN-952,"('FN-947', 2.83)","('FN-1659', 2.83)","('FN-1034', 2.83)","('FN-340', 2.83)","('FN-375', 3.16)","('FN-729', 3.16)","('FN-723', 3.16)","('FN-1079', 3.16)","('FN-999', 3.16)","('FN-539', 3.16)"
FN-784,"('FN-976', 2.0)","('FN-1382', 2.83)","('FN-1303', 2.83)","('FN-315', 3.16)","('FN-542', 3.16)","('FN-182', 3.16)","('FN-1390', 3.16)","('FN-516', 3.16)","('FN-685', 3.16)","('FN-776', 3.16)"
FN-474,"('FN-219', 2.83)","('FN-645', 3.16)","('FN-684', 3.16)","('FN-1063', 3.46)","('FN-601', 3.46)","('FN-1097', 3.46)","('FN-1514', 3.46)","('FN-104', 3.46)","('FN-1045', 3.46)","('FN-1421', 3.46)"
FN-172,"('FN-1765', 2.0)","('FN-814', 2.45)","('FN-841', 2.45)","('FN-458', 2.45)","('FN-107', 2.83)","('FN-30', 2.83)","('FN-304', 2.83)","('FN-1124', 2.83)","('FN-1680', 2.83)","('FN-516', 3.16)"
FN-591,"('FN-265', 2.83)","('FN-15', 2.83)","('FN-1182', 2.83)","('FN-1755', 3.16)","('FN-1358', 3.16)","('FN-804', 3.16)","('FN-1416', 3.16)","('FN-1034', 3.16)","('FN-149', 3.16)","('FN-694', 3.16)"
FN-895,"('FN-1137', 2.0)","('FN-1108', 2.45)","('FN-1068', 2.83)","('FN-69', 3.16)","('FN-629', 3.16)","('FN-434', 3.46)","('FN-1177', 3.46)","('FN-721', 3.46)","('FN-806', 3.46)","('FN-958', 3.46)"
FN-1072,"('FN-838', 2.45)","('FN-317', 3.16)","('FN-357', 3.16)","('FN-27', 3.16)","('FN-1548', 3.16)","('FN-528', 3.16)","('FN-1465', 3.16)","('FN-517', 3.16)","('FN-1150', 3.46)","('FN-1050', 3.46)"
FN-288,"('FN-451', 3.16)","('FN-1293', 3.16)","('FN-1605', 3.16)","('FN-1153', 3.46)","('FN-1699', 3.74)","('FN-1561', 3.74)","('FN-314', 3.74)","('FN-1693', 4.0)","('FN-1753', 4.0)","('FN-13', 4.0)"
FN-446,"('FN-172', 3.16)","('FN-30', 3.16)","('FN-256', 3.16)","('FN-1148', 3.46)","('FN-330', 3.46)","('FN-486', 3.46)","('FN-975', 3.46)","('FN-481', 3.46)","('FN-107', 3.46)","('FN-196', 3.46)"
FN-799,"('FN-231', 2.83)","('FN-1098', 2.83)","('FN-1428', 3.16)","('FN-355', 3.16)","('FN-271', 3.16)","('FN-605', 3.16)","('FN-234', 3.16)","('FN-1628', 3.16)","('FN-480', 3.16)","('FN-1052', 3.16)"
FN-1758,"('FN-114', 2.45)","('FN-1677', 2.83)","('FN-1494', 2.83)","('FN-467', 2.83)","('FN-1502', 2.83)","('FN-814', 2.83)","('FN-89', 2.83)","('FN-506', 3.16)","('FN-104', 3.16)","('FN-1530', 3.16)"
FN-1052,"('FN-1098', 2.0)","('FN-1359', 2.0)","('FN-271', 2.0)","('FN-641', 2.0)","('FN-1690', 2.0)","('FN-617', 2.45)","('FN-1490', 2.45)","('FN-1578', 2.45)","('FN-10', 2.45)","('FN-1003', 2.45)"
FN-1472,"('FN-330', 3.16)","('FN-1739', 3.46)","('FN-1658', 3.46)","('FN-371', 3.46)","('FN-644', 3.74)","('FN-1687', 3.74)","('FN-177', 3.74)","('FN-1101', 3.74)","('FN-431', 3.74)","('FN-975', 3.74)"
FN-53,"('FN-598', 2.0)","('FN-1338', 2.0)","('FN-644', 2.45)","('FN-1532', 2.45)","('FN-506', 2.45)","('FN-1582', 2.45)","('FN-576', 2.45)","('FN-1757', 2.45)","('FN-117', 2.45)","('FN-1047', 2.45)"
FN-156,"('FN-1324', 2.83)","('FN-357', 2.83)","('FN-726', 2.83)","('FN-38', 2.83)","('FN-1197', 3.16)","('FN-1644', 3.16)","('FN-107', 3.16)","('FN-1307', 3.16)","('FN-347', 3.16)","('FN-947', 3.16)"
FN-318,"('FN-692', 2.83)","('FN-142', 2.83)","('FN-584', 2.83)","('FN-797', 2.83)","('FN-1543', 2.83)","('FN-149', 2.83)","('FN-1294', 2.83)","('FN-700', 2.83)","('FN-1102', 3.16)","('FN-1013', 3.16)"
FN-1519,"('FN-644', 2.0)","('FN-425', 2.0)","('FN-1627', 2.45)","('FN-781', 2.45)","('FN-1364', 2.45)","('FN-1699', 2.45)","('FN-822', 2.45)","('FN-175', 2.83)","('FN-1520', 2.83)","('FN-762', 2.83)"
FN-1092,"('FN-434', 2.45)","('FN-253', 2.83)","('FN-711', 2.83)","('FN-721', 2.83)","('FN-48', 2.83)","('FN-891', 2.83)","('FN-382', 3.16)","('FN-694', 3.16)","('FN-236', 3.16)","('FN-698', 3.16)"
FN-1514,"('FN-1102', 2.45)","('FN-1626', 2.83)","('FN-841', 3.16)","('FN-366', 3.16)","('FN-1150', 3.16)","('FN-1175', 3.16)","('FN-699', 3.46)","('FN-1056', 3.46)","('FN-1579', 3.46)","('FN-1621', 3.46)"
FN-1431,"('FN-1299', 2.45)","('FN-771', 2.83)","('FN-747', 2.83)","('FN-1400', 2.83)","('FN-1136', 2.83)","('FN-412', 2.83)","('FN-636', 3.16)","('FN-1185', 3.16)","('FN-582', 3.16)","('FN-511', 3.16)"
FN-1574,"('FN-1372', 2.0)","('FN-1147', 2.83)","('FN-464', 2.83)","('FN-166', 2.83)","('FN-218', 2.83)","('FN-33', 2.83)","('FN-1356', 2.83)","('FN-1641', 2.83)","('FN-674', 3.16)","('FN-197', 3.16)"
FN-132,"('FN-1175', 2.45)","('FN-947', 2.45)","('FN-366', 2.83)","('FN-1155', 2.83)","('FN-1343', 2.83)","('FN-256', 2.83)","('FN-1241', 2.83)","('FN-1522', 2.83)","('FN-1331', 2.83)","('FN-35', 2.83)"
FN-1429,"('FN-1416', 2.45)","('FN-807', 2.45)","('FN-1074', 2.45)","('FN-16', 2.45)","('FN-349', 2.83)","('FN-951', 2.83)","('FN-1208', 2.83)","('FN-842', 2.83)","('FN-1036', 2.83)","('FN-1284', 3.16)"
FN-780,"('FN-162', 2.83)","('FN-319', 2.83)","('FN-14', 2.83)","('FN-550', 2.83)","('FN-1052', 2.83)","('FN-748', 2.83)","('FN-1443', 2.83)","('FN-1222', 3.16)","('FN-393', 3.16)","('FN-1394', 3.16)"
FN-684,"('FN-1576', 2.45)","('FN-53', 3.16)","('FN-1544', 3.16)","('FN-307', 3.16)","('FN-1052', 3.16)","('FN-1359', 3.16)","('FN-1046', 3.16)","('FN-576', 3.16)","('FN-641', 3.16)","('FN-1110', 3.16)"
FN-493,"('FN-108', 2.83)","('FN-584', 3.16)","('FN-543', 3.16)","('FN-903', 3.16)","('FN-1013', 3.46)","('FN-1756', 3.46)","('FN-1503', 3.46)","('FN-117', 3.46)","('FN-1330', 3.46)","('FN-161', 3.46)"
FN-914,"('FN-982', 2.83)","('FN-300', 2.83)","('FN-91', 2.83)","('FN-32', 3.16)","('FN-1175', 3.16)","('FN-652', 3.16)","('FN-445', 3.16)","('FN-337', 3.16)","('FN-1596', 3.46)","('FN-1202', 3.46)"
FN-1048,"('FN-839', 2.0)","('FN-1245', 2.45)","('FN-369', 2.45)","('FN-1621', 2.83)","('FN-408', 2.83)","('FN-1037', 3.16)","('FN-887', 3.16)","('FN-640', 3.16)","('FN-1293', 3.16)","('FN-1348', 3.16)"
FN-867,"('FN-1548', 2.83)","('FN-613', 3.16)","('FN-623', 3.16)","('FN-537', 3.16)","('FN-468', 3.16)","('FN-595', 3.16)","('FN-1331', 3.16)","('FN-1691', 3.16)","('FN-1052', 3.46)","('FN-1218', 3.46)"
FN-21,"('FN-764', 2.0)","('FN-67', 2.45)","('FN-57', 2.83)","('FN-988', 2.83)","('FN-330', 2.83)","('FN-181', 3.16)","('FN-732', 3.16)","('FN-975', 3.16)","('FN-495', 3.16)","('FN-1265', 3.16)"
FN-1328,"('FN-1687', 2.45)","('FN-1615', 2.83)","('FN-1733', 2.83)","('FN-1322', 3.16)","('FN-709', 3.16)","('FN-193', 3.16)","('FN-1533', 3.16)","('FN-1669', 3.16)","('FN-1317', 3.16)","('FN-184', 3.16)"
