,Neighbor1,Neighbor2,Neighbor3,Neighbor4,Neighbor5,Neighbor6,Neighbor7,Neighbor8,Neighbor9,Neighbor10
LN-8,"('LN-1517', 2.83)","('LN-2875', 3.16)","('LN-1573', 3.16)","('LN-250', 3.46)","('LN-2440', 3.46)","('LN-2734', 3.46)","('LN-2702', 3.46)","('LN-538', 3.46)","('LN-2963', 3.46)","('LN-1416', 3.46)"
LN-2615,"('LN-1314', 2.45)","('LN-1320', 2.83)","('LN-2524', 2.83)","('LN-697', 2.83)","('LN-1135', 2.83)","('LN-1742', 2.83)","('LN-3142', 2.83)","('LN-58', 2.83)","('LN-2045', 2.83)","('LN-1093', 3.16)"
LN-1935,"('LN-3383', 3.16)","('LN-3414', 3.16)","('LN-682', 3.74)","('LN-641', 3.74)","('LN-1062', 4.0)","('LN-2722', 4.0)","('LN-1709', 4.0)","('LN-2592', 4.0)","('LN-412', 4.0)","('LN-1823', 4.0)"
LN-2029,"('LN-3185', 3.74)","('LN-737', 4.0)","('LN-3335', 4.0)","('LN-3392', 4.0)","('LN-564', 4.0)","('LN-2723', 4.0)","('LN-3332', 4.0)","('LN-620', 4.24)","('LN-2532', 4.24)","('LN-2182', 4.24)"
LN-82,"('LN-212', 4.0)","('LN-636', 4.24)","('LN-1218', 4.24)","('LN-2499', 4.24)","('LN-1492', 4.24)","('LN-909', 4.24)","('LN-1324', 4.24)","('LN-1883', 4.24)","('LN-3384', 4.24)","('LN-2646', 4.24)"
LN-211,"('LN-1742', 2.83)","('LN-3168', 2.83)","('LN-1372', 2.83)","('LN-1160', 3.16)","('LN-1961', 3.16)","('LN-1570', 3.16)","('LN-64', 3.16)","('LN-2372', 3.16)","('LN-1865', 3.16)","('LN-372', 3.16)"
LN-2762,"('LN-3198', 2.0)","('LN-2906', 2.83)","('LN-2792', 2.83)","('LN-1152', 2.83)","('LN-2508', 2.83)","('LN-666', 3.16)","('LN-1007', 3.16)","('LN-2596', 3.16)","('LN-1962', 3.16)","('LN-1764', 3.16)"
LN-1923,"('LN-2480', 3.16)","('LN-1678', 3.46)","('LN-450', 3.46)","('LN-2897', 3.46)","('LN-2552', 3.46)","('LN-3027', 3.74)","('LN-3120', 3.74)","('LN-1795', 3.74)","('LN-2616', 3.74)","('LN-2955', 3.74)"
LN-723,"('LN-185', 2.83)","('LN-1632', 2.83)","('LN-3204', 3.16)","('LN-3095', 3.16)","('LN-589', 3.16)","('LN-2213', 3.16)","('LN-3295', 3.16)","('LN-1828', 3.16)","('LN-3251', 3.16)","('LN-168', 3.16)"
LN-1763,"('LN-3072', 3.16)","('LN-856', 3.46)","('LN-1751', 3.46)","('LN-3202', 3.74)","('LN-1147', 3.74)","('LN-1336', 3.74)","('LN-495', 3.74)","('LN-940', 3.74)","('LN-3050', 3.74)","('LN-2201', 3.74)"
LN-2178,"('LN-2987', 2.45)","('LN-1380', 2.45)","('LN-1704', 2.45)","('LN-1109', 2.45)","('LN-1273', 2.83)","('LN-475', 2.83)","('LN-1772', 2.83)","('LN-1616', 2.83)","('LN-580', 2.83)","('LN-542', 2.83)"
LN-542,"('LN-2201', 2.0)","('LN-3072', 2.45)","('LN-369', 2.45)","('LN-978', 2.45)","('LN-495', 2.45)","('LN-1380', 2.83)","('LN-1336', 2.83)","('LN-1344', 2.83)","('LN-2988', 2.83)","('LN-1751', 2.83)"
LN-2332,"('LN-1351', 2.45)","('LN-1413', 2.83)","('LN-551', 3.16)","('LN-2118', 3.16)","('LN-3311', 3.16)","('LN-1955', 3.16)","('LN-617', 3.16)","('LN-2810', 3.16)","('LN-2291', 3.16)","('LN-2446', 3.16)"
LN-1438,"('LN-1819', 2.0)","('LN-1546', 2.45)","('LN-1633', 2.45)","('LN-342', 2.45)","('LN-2706', 2.45)","('LN-2576', 2.83)","('LN-749', 2.83)","('LN-773', 2.83)","('LN-495', 2.83)","('LN-2559', 2.83)"
LN-246,"('LN-418', 2.45)","('LN-1346', 2.83)","('LN-684', 2.83)","('LN-1487', 2.83)","('LN-2651', 2.83)","('LN-3282', 2.83)","('LN-1447', 2.83)","('LN-343', 2.83)","('LN-888', 2.83)","('LN-2748', 2.83)"
LN-2132,"('LN-3172', 2.45)","('LN-1322', 3.16)","('LN-2187', 3.16)","('LN-2634', 3.16)","('LN-1873', 3.16)","('LN-611', 3.46)","('LN-1559', 3.46)","('LN-2866', 3.46)","('LN-1347', 3.46)","('LN-614', 3.46)"
LN-2706,"('LN-490', 2.45)","('LN-1438', 2.45)","('LN-325', 2.83)","('LN-706', 2.83)","('LN-1546', 2.83)","('LN-1183', 2.83)","('LN-3347', 2.83)","('LN-1558', 2.83)","('LN-70', 2.83)","('LN-1925', 2.83)"
LN-782,"('LN-2373', 2.83)","('LN-3073', 2.83)","('LN-956', 2.83)","('LN-2047', 2.83)","('LN-1644', 2.83)","('LN-1826', 3.16)","('LN-1718', 3.16)","('LN-240', 3.16)","('LN-356', 3.16)","('LN-521', 3.16)"
LN-1480,"('LN-1645', 2.83)","('LN-998', 2.83)","('LN-1465', 2.83)","('LN-2130', 2.83)","('LN-1269', 2.83)","('LN-751', 2.83)","('LN-325', 3.16)","('LN-2431', 3.16)","('LN-170', 3.16)","('LN-3136', 3.16)"
LN-954,"('LN-415', 2.83)","('LN-212', 2.83)","('LN-2556', 2.83)","('LN-1377', 2.83)","('LN-213', 3.16)","('LN-3178', 3.16)","('LN-3104', 3.16)","('LN-1943', 3.16)","('LN-882', 3.16)","('LN-1828', 3.16)"
LN-781,"('LN-2792', 3.16)","('LN-2508', 3.16)","('LN-3250', 3.16)","('LN-2388', 3.46)","('LN-2572', 3.46)","('LN-3237', 3.46)","('LN-1007', 3.46)","('LN-325', 3.46)","('LN-3261', 3.46)","('LN-2906', 3.46)"
LN-1283,"('LN-898', 2.45)","('LN-1218', 2.83)","('LN-2156', 3.16)","('LN-229', 3.16)","('LN-2412', 3.16)","('LN-1675', 3.16)","('LN-2440', 3.16)","('LN-3406', 3.16)","('LN-1488', 3.16)","('LN-1300', 3.16)"
LN-1446,"('LN-1041', 2.83)","('LN-1919', 2.83)","('LN-3039', 2.83)","('LN-2162', 2.83)","('LN-1843', 3.16)","('LN-2254', 3.16)","('LN-1240', 3.16)","('LN-2827', 3.16)","('LN-1100', 3.16)","('LN-2347', 3.16)"
LN-2492,"('LN-489', 2.83)","('LN-1898', 3.16)","('LN-1364', 3.16)","('LN-895', 3.16)","('LN-1877', 3.16)","('LN-2945', 3.16)","('LN-1413', 3.16)","('LN-1394', 3.16)","('LN-670', 3.16)","('LN-366', 3.46)"
LN-1151,"('LN-1399', 3.16)","('LN-1447', 3.16)","('LN-1962', 3.16)","('LN-1960', 3.16)","('LN-2962', 3.16)","('LN-3198', 3.16)","('LN-770', 3.16)","('LN-1775', 3.46)","('LN-1131', 3.46)","('LN-2178', 3.46)"
LN-3257,"('LN-1458', 2.0)","('LN-424', 2.83)","('LN-133', 3.16)","('LN-186', 3.16)","('LN-166', 3.16)","('LN-1274', 3.46)","('LN-1792', 3.46)","('LN-1700', 3.46)","('LN-3380', 3.46)","('LN-888', 3.46)"
LN-3086,"('LN-1218', 2.45)","('LN-1347', 2.83)","('LN-2440', 2.83)","('LN-2742', 2.83)","('LN-1974', 3.16)","('LN-1497', 3.16)","('LN-1993', 3.16)","('LN-3172', 3.16)","('LN-2524', 3.16)","('LN-3042', 3.16)"
LN-261,"('LN-3016', 3.74)","('LN-3200', 3.74)","('LN-3177', 4.0)","('LN-2851', 4.0)","('LN-1918', 4.0)","('LN-1699', 4.24)","('LN-1157', 4.24)","('LN-2756', 4.24)","('LN-1571', 4.24)","('LN-611', 4.24)"
LN-367,"('LN-724', 2.83)","('LN-1598', 3.16)","('LN-370', 3.16)","('LN-3127', 3.16)","('LN-908', 3.46)","('LN-651', 3.46)","('LN-1515', 3.46)","('LN-2090', 3.46)","('LN-3311', 3.46)","('LN-2513', 3.46)"
LN-474,"('LN-1083', 2.0)","('LN-133', 2.0)","('LN-2534', 2.83)","('LN-126', 2.83)","('LN-2124', 2.83)","('LN-3202', 2.83)","('LN-10', 2.83)","('LN-1600', 2.83)","('LN-3224', 2.83)","('LN-888', 3.16)"
LN-935,"('LN-334', 2.0)","('LN-527', 2.0)","('LN-9', 2.45)","('LN-586', 2.45)","('LN-681', 2.45)","('LN-2701', 2.45)","('LN-2512', 2.83)","('LN-3210', 2.83)","('LN-2637', 2.83)","('LN-1604', 2.83)"
LN-2779,"('LN-706', 4.0)","('LN-2775', 4.0)","('LN-2950', 4.0)","('LN-1846', 4.24)","('LN-1393', 4.24)","('LN-1190', 4.24)","('LN-91', 4.24)","('LN-3425', 4.24)","('LN-2716', 4.24)","('LN-686', 4.24)"
LN-2019,"('LN-1049', 3.46)","('LN-2719', 3.46)","('LN-2862', 3.46)","('LN-3240', 3.46)","('LN-2823', 3.46)","('LN-1572', 3.74)","('LN-325', 3.74)","('LN-1270', 3.74)","('LN-2368', 3.74)","('LN-764', 3.74)"
LN-3283,"('LN-2945', 2.45)","('LN-1567', 2.83)","('LN-2100', 2.83)","('LN-2473', 2.83)","('LN-2715', 2.83)","('LN-216', 2.83)","('LN-1821', 2.83)","('LN-377', 2.83)","('LN-1512', 2.83)","('LN-1843', 2.83)"
LN-1074,"('LN-2546', 2.83)","('LN-463', 2.83)","('LN-1502', 3.16)","('LN-890', 3.16)","('LN-2555', 3.16)","('LN-2757', 3.46)","('LN-506', 3.46)","('LN-1624', 3.46)","('LN-2897', 3.46)","('LN-2300', 3.46)"
LN-688,"('LN-2796', 2.45)","('LN-3126', 2.83)","('LN-2575', 2.83)","('LN-2887', 3.16)","('LN-2292', 3.16)","('LN-3422', 3.16)","('LN-1605', 3.16)","('LN-1532', 3.16)","('LN-2645', 3.46)","('LN-2594', 3.46)"
LN-1172,"('LN-2575', 3.16)","('LN-2149', 3.16)","('LN-3109', 3.16)","('LN-1919', 3.16)","('LN-596', 3.46)","('LN-1364', 3.46)","('LN-22', 3.46)","('LN-1768', 3.46)","('LN-2214', 3.46)","('LN-1240', 3.46)"
LN-2153,"('LN-55', 2.0)","('LN-1423', 2.83)","('LN-1121', 3.16)","('LN-244', 3.16)","('LN-124', 3.16)","('LN-2564', 3.16)","('LN-2175', 3.16)","('LN-3001', 3.46)","('LN-474', 3.46)","('LN-1811', 3.46)"
LN-1509,"('LN-1819', 2.83)","('LN-1329', 3.16)","('LN-2559', 3.16)","('LN-1438', 3.46)","('LN-1546', 3.46)","('LN-2041', 3.46)","('LN-377', 3.46)","('LN-1008', 3.46)","('LN-2941', 3.74)","('LN-749', 3.74)"
LN-470,"('LN-2048', 2.83)","('LN-206', 3.16)","('LN-1366', 3.16)","('LN-1919', 3.16)","('LN-3175', 3.16)","('LN-2530', 3.16)","('LN-2433', 3.16)","('LN-2463', 3.16)","('LN-1980', 3.16)","('LN-2001', 3.16)"
LN-2668,"('LN-1777', 2.83)","('LN-3137', 2.83)","('LN-495', 3.16)","('LN-2600', 3.16)","('LN-692', 3.16)","('LN-440', 3.16)","('LN-1438', 3.16)","('LN-3081', 3.16)","('LN-2706', 3.16)","('LN-173', 3.16)"
LN-249,"('LN-2177', 3.16)","('LN-1258', 3.16)","('LN-464', 3.46)","('LN-1987', 3.46)","('LN-726', 3.46)","('LN-3269', 3.46)","('LN-2803', 3.46)","('LN-2907', 3.46)","('LN-1615', 3.46)","('LN-2621', 3.46)"
LN-1330,"('LN-1104', 3.16)","('LN-1388', 3.16)","('LN-1364', 3.16)","('LN-1451', 3.46)","('LN-1906', 3.46)","('LN-1636', 3.46)","('LN-1405', 3.46)","('LN-1203', 3.46)","('LN-242', 3.46)","('LN-2141', 3.46)"
LN-1600,"('LN-133', 2.45)","('LN-2881', 2.45)","('LN-678', 2.45)","('LN-3202', 2.45)","('LN-600', 2.45)","('LN-474', 2.83)","('LN-1346', 2.83)","('LN-1285', 2.83)","('LN-536', 2.83)","('LN-2356', 2.83)"
LN-163,"('LN-3073', 2.83)","('LN-2047', 2.83)","('LN-168', 3.16)","('LN-2504', 3.16)","('LN-1952', 3.16)","('LN-1090', 3.16)","('LN-2651', 3.16)","('LN-1456', 3.16)","('LN-2136', 3.16)","('LN-888', 3.16)"
LN-2076,"('LN-2670', 3.16)","('LN-355', 3.46)","('LN-232', 3.46)","('LN-2424', 3.46)","('LN-1626', 3.74)","('LN-596', 3.74)","('LN-22', 3.74)","('LN-1253', 3.74)","('LN-1133', 3.74)","('LN-2466', 3.74)"
LN-23,"('LN-1409', 2.83)","('LN-878', 2.83)","('LN-1535', 3.16)","('LN-2507', 3.16)","('LN-2915', 3.16)","('LN-2152', 3.16)","('LN-1211', 3.16)","('LN-2105', 3.16)","('LN-690', 3.16)","('LN-886', 3.46)"
LN-1345,"('LN-3221', 2.83)","('LN-2792', 3.16)","('LN-2745', 3.16)","('LN-765', 3.16)","('LN-2669', 3.16)","('LN-1291', 3.16)","('LN-942', 3.16)","('LN-1284', 3.16)","('LN-1546', 3.16)","('LN-2593', 3.16)"
LN-3160,"('LN-3109', 2.83)","('LN-1506', 3.16)","('LN-2862', 3.16)","('LN-2561', 3.16)","('LN-2457', 3.16)","('LN-1614', 3.16)","('LN-2228', 3.16)","('LN-1546', 3.16)","('LN-3240', 3.16)","('LN-431', 3.16)"
LN-368,"('LN-2565', 3.46)","('LN-1347', 3.74)","('LN-1069', 3.74)","('LN-730', 3.74)","('LN-420', 4.0)","('LN-2944', 4.0)","('LN-2363', 4.0)","('LN-2540', 4.0)","('LN-1183', 4.0)","('LN-521', 4.0)"
LN-1348,"('LN-1322', 2.83)","('LN-881', 3.16)","('LN-2992', 3.46)","('LN-2597', 3.46)","('LN-1123', 3.46)","('LN-2052', 3.46)","('LN-2672', 3.46)","('LN-2634', 3.46)","('LN-2602', 3.74)","('LN-711', 3.74)"
LN-1454,"('LN-1019', 2.45)","('LN-424', 2.45)","('LN-1137', 2.45)","('LN-2436', 2.45)","('LN-2897', 2.83)","('LN-2637', 2.83)","('LN-2326', 2.83)","('LN-3251', 2.83)","('LN-1090', 2.83)","('LN-1198', 2.83)"
LN-458,"('LN-301', 2.83)","('LN-81', 3.16)","('LN-2660', 3.16)","('LN-1990', 3.46)","('LN-2734', 3.46)","('LN-692', 3.46)","('LN-2663', 3.46)","('LN-842', 3.46)","('LN-2456', 3.46)","('LN-76', 3.46)"
LN-56,"('LN-1699', 3.16)","('LN-1647', 3.16)","('LN-922', 3.16)","('LN-2954', 3.46)","('LN-2415', 3.46)","('LN-3394', 3.46)","('LN-1968', 3.46)","('LN-1384', 3.46)","('LN-40', 3.74)","('LN-3365', 3.74)"
LN-3211,"('LN-2093', 3.74)","('LN-1378', 3.74)","('LN-2957', 3.74)","('LN-1414', 3.74)","('LN-1843', 4.0)","('LN-93', 4.0)","('LN-1952', 4.0)","('LN-1388', 4.0)","('LN-2136', 4.0)","('LN-1208', 4.0)"
LN-1719,"('LN-2960', 3.46)","('LN-156', 3.46)","('LN-3202', 3.74)","('LN-1463', 3.74)","('LN-2370', 3.74)","('LN-9', 3.74)","('LN-1352', 3.74)","('LN-1037', 3.74)","('LN-90', 3.74)","('LN-2696', 3.74)"
LN-1342,"('LN-1653', 2.45)","('LN-914', 2.83)","('LN-1769', 2.83)","('LN-3347', 2.83)","('LN-1546', 2.83)","('LN-1016', 2.83)","('LN-1764', 2.83)","('LN-2421', 2.83)","('LN-2450', 2.83)","('LN-3068', 2.83)"
LN-2143,"('LN-1736', 2.45)","('LN-752', 3.16)","('LN-1431', 3.46)","('LN-3132', 3.46)","('LN-2937', 3.46)","('LN-146', 3.46)","('LN-3240', 3.46)","('LN-2862', 3.46)","('LN-2189', 3.46)","('LN-2709', 3.46)"
LN-918,"('LN-324', 3.16)","('LN-1879', 3.46)","('LN-1021', 3.46)","('LN-503', 3.46)","('LN-2773', 3.46)","('LN-1308', 3.74)","('LN-2918', 3.74)","('LN-808', 3.74)","('LN-3333', 3.74)","('LN-1327', 3.74)"
LN-1456,"('LN-3108', 2.0)","('LN-2504', 2.0)","('LN-2991', 2.45)","('LN-2244', 2.45)","('LN-2857', 2.45)","('LN-344', 2.45)","('LN-2507', 2.45)","('LN-255', 2.45)","('LN-1718', 2.45)","('LN-168', 2.45)"
LN-2066,"('LN-3031', 2.0)","('LN-358', 2.45)","('LN-503', 2.45)","('LN-173', 2.83)","('LN-1724', 2.83)","('LN-1828', 2.83)","('LN-3001', 3.16)","('LN-299', 3.16)","('LN-3168', 3.16)","('LN-2543', 3.16)"
LN-3324,"('LN-20', 3.16)","('LN-2836', 3.16)","('LN-2400', 3.46)","('LN-3341', 3.46)","('LN-2047', 3.74)","('LN-3035', 3.74)","('LN-1020', 3.74)","('LN-230', 3.74)","('LN-356', 3.74)","('LN-2391', 4.0)"
LN-1967,"('LN-1380', 4.0)","('LN-900', 4.0)","('LN-1937', 4.0)","('LN-1025', 4.0)","('LN-2682', 4.24)","('LN-542', 4.24)","('LN-2807', 4.24)","('LN-978', 4.24)","('LN-2201', 4.47)","('LN-1211', 4.47)"
LN-2736,"('LN-1546', 2.45)","('LN-1447', 2.83)","('LN-1648', 3.16)","('LN-2003', 3.16)","('LN-1131', 3.16)","('LN-1423', 3.16)","('LN-1918', 3.16)","('LN-934', 3.16)","('LN-1853', 3.16)","('LN-1819', 3.16)"
LN-1061,"('LN-2471', 3.74)","('LN-2382', 3.74)","('LN-3078', 4.0)","('LN-1484', 4.0)","('LN-1311', 4.0)","('LN-676', 4.0)","('LN-1545', 4.0)","('LN-360', 4.0)","('LN-1011', 4.24)","('LN-2446', 4.24)"
LN-2771,"('LN-1422', 2.0)","('LN-3311', 2.45)","('LN-1633', 2.45)","('LN-740', 2.45)","('LN-2291', 2.83)","('LN-1722', 2.83)","('LN-617', 2.83)","('LN-1494', 2.83)","('LN-2461', 2.83)","('LN-1351', 2.83)"
LN-1468,"('LN-2124', 2.83)","('LN-2831', 3.16)","('LN-474', 3.16)","('LN-1969', 3.16)","('LN-1828', 3.16)","('LN-2647', 3.16)","('LN-3001', 3.16)","('LN-3224', 3.16)","('LN-3006', 3.16)","('LN-561', 3.46)"
LN-660,"('LN-2987', 2.45)","('LN-2177', 2.45)","('LN-177', 2.45)","('LN-1700', 2.83)","('LN-886', 2.83)","('LN-1792', 2.83)","('LN-1628', 2.83)","('LN-278', 2.83)","('LN-1193', 2.83)","('LN-2507', 2.83)"
LN-2136,"('LN-3007', 3.16)","('LN-2827', 3.16)","('LN-2504', 3.16)","('LN-1319', 3.16)","('LN-888', 3.16)","('LN-998', 3.16)","('LN-10', 3.16)","('LN-1090', 3.16)","('LN-1207', 3.16)","('LN-1175', 3.16)"
LN-1805,"('LN-1578', 2.0)","('LN-3132', 3.16)","('LN-2937', 3.46)","('LN-842', 3.46)","('LN-2505', 3.46)","('LN-1712', 3.46)","('LN-1660', 3.46)","('LN-1383', 3.46)","('LN-1830', 3.46)","('LN-734', 3.46)"
